text,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
Tried downloading this yesterday it was showing me 2days and 12hours. Spectranet your father,979,Negative,koredeakande@uni.minerva.edu,515,2021-10-28T11:45:15.395683Z,2021-10-28T11:45:15.395716Z,6.259
"@Spectranet_NG Una useless oooo . Several calls , mails ... No response, I’ve been talking to machine since 3 days",978,Negative,koredeakande@uni.minerva.edu,514,2021-10-28T11:45:08.908158Z,2021-10-28T11:45:08.908193Z,3.647
@Spectranet_NG have you fixed up?,977,Negative,koredeakande@uni.minerva.edu,513,2021-10-28T11:45:05.065531Z,2021-10-28T11:45:05.065585Z,5.745
@philznnona @Spectranet_NG Oh you have had issues with them or?! I subscribed and after so many mails and text and calls nothing was done! Now my package I meant to end tonight and i have not even used up to 1% of the data I paid for,976,Negative,koredeakande@uni.minerva.edu,512,2021-10-28T11:44:59.088865Z,2021-10-28T11:44:59.088898Z,7.42
"They are all trash, I have swift that is slower than a tortoise and Tizeti that is non existent. Almost 2 hours to download a 65mb file https://t.co/USvnWq2eVV",975,Negative,koredeakande@uni.minerva.edu,511,2021-10-28T11:44:51.422987Z,2021-10-28T11:44:51.423020Z,5.541
This spectranet is super annoying,973,Negative,koredeakande@uni.minerva.edu,509,2021-10-28T11:44:00.457573Z,2021-10-28T11:44:00.457606Z,2.645
"If I didn’t have money to buy data now , it’s understandable, which one is someone will buy data and you won’t be able to use it , aye le 
@spectranet 😡 😡",972,Negative,koredeakande@uni.minerva.edu,508,2021-10-28T11:43:57.563005Z,2021-10-28T11:43:57.563040Z,8.912
"@FirstBankngr Hello FBN, I made a Bill Payment for Spectranet Ltd (Internet Subscription N18,525) on 18/08/2020 Time: 13:33pm. Merchants hasn’t received payment and asked to contact my Bank. Please refer to DM for details of Ref. Number. Thanks",971,Neutral,koredeakande@uni.minerva.edu,507,2021-10-28T11:43:48.415859Z,2021-10-28T11:43:48.415892Z,4.535
@DavidIAdeleke @SWIFTNetworksNG Same with @Spectranet_NG. They've all been terrible this period!,970,Negative,koredeakande@uni.minerva.edu,506,2021-10-28T11:43:43.634945Z,2021-10-28T11:43:43.634977Z,5.496
"Spectranet stressing me all weekend ! 
No wa tired mehn",969,Negative,koredeakande@uni.minerva.edu,505,2021-10-28T11:43:37.906215Z,2021-10-28T11:43:37.906253Z,4.425
The whole of Tizeti really needs to be 🚮. One week straight with trash network 😭😭,967,Negative,koredeakande@uni.minerva.edu,503,2021-10-28T11:43:30.607796Z,2021-10-28T11:43:30.607828Z,8.517
@Spectranet_NG your network has been trashy for the past 2-3 days now.. Fix it. https://t.co/iUbJ0OBCvO,966,Negative,koredeakande@uni.minerva.edu,502,2021-10-28T11:43:21.861832Z,2021-10-28T11:43:21.861873Z,4.15
@Kevwekofi @efosaaigbe @aikmamah @edomalo @chefobubu @LindaEjiofor @tizeti @denikeoyetunde I tell ya,965,Neutral,koredeakande@uni.minerva.edu,501,2021-10-28T11:43:17.480385Z,2021-10-28T11:43:17.480465Z,4.345
"@OniosunTemidayo @SPARKLYN_SHY @Spectranet_NG @Spectranet_ltd I concur, they are very useless. I threw threw useless white mifi away since.",964,Negative,koredeakande@uni.minerva.edu,500,2021-10-28T11:43:12.894739Z,2021-10-28T11:43:12.894771Z,6.608
"Dear @wifisupport1,
I just spoke with an agent of yours who says Tizeti doesn't make refunds for your teleport service that didn't work.
On same day the service was activated, I had immediately sent a mail to Support complaining that it doesn't work. I got no response.",963,Negative,koredeakande@uni.minerva.edu,499,2021-10-28T11:43:06.040346Z,2021-10-28T11:43:06.040379Z,22.55
Shame on you @Spectranet,962,Negative,koredeakande@uni.minerva.edu,498,2021-10-28T11:42:43.238125Z,2021-10-28T11:42:43.238184Z,3.048
"@wuraola_Kayode @Spectranet_NG Ha, subscribing to Spectranet now is like throwing money inside the ocean.",960,Negative,koredeakande@uni.minerva.edu,496,2021-10-28T11:42:35.699920Z,2021-10-28T11:42:35.699954Z,6.665
@9mobileng @Spectranet_NG life shouldn't be this hard 😫 https://t.co/vWVKXnzt5R,959,Negative,koredeakande@uni.minerva.edu,495,2021-10-28T11:42:28.792053Z,2021-10-28T11:42:28.792112Z,4.43
@Spectranet_NG I haven’t been able use the internet all morning and your customer care line isn’t going through. I have office work to do! What’s happening?!,958,Negative,koredeakande@uni.minerva.edu,494,2021-10-28T11:42:24.028753Z,2021-10-28T11:42:24.028784Z,5.318
@Khaleed_ng @MBuhari @jidesanwoolu my Spectranet device. Acct! 14747832 abeg.,957,Neutral,koredeakande@uni.minerva.edu,493,2021-10-28T11:42:18.526416Z,2021-10-28T11:42:18.526452Z,3.621
Tizeti have taken their internet. Lemme go an take a nap,956,Neutral,koredeakande@uni.minerva.edu,492,2021-10-28T11:42:14.654070Z,2021-10-28T11:42:14.654104Z,5.566
@maroq I promise to charge my phone and pray @Spectranet_NG gives me the best network at that time 😂,955,Neutral,koredeakande@uni.minerva.edu,491,2021-10-28T11:42:08.816458Z,2021-10-28T11:42:08.816511Z,8.013
@obagomez1 @DrJoeAbah @Spectranet_NG My data is now exhausted. They will start calling for me to renew. Smh,954,Neutral,koredeakande@uni.minerva.edu,490,2021-10-28T11:42:00.555826Z,2021-10-28T11:42:00.555888Z,22.87
@Spectranet_NG your NIN portal isnt working o. Button changes to “submitting” and changes back to “submit” after 10mins...no success/failure message,952,Negative,koredeakande@uni.minerva.edu,488,2021-10-28T11:41:21.575912Z,2021-10-28T11:41:21.575946Z,6.828
@skenky2g1 @wifisupport1 @tizeti @aydtweets @OloladeOlaniyi Am sorry bro.. we rock same boat @wifisupport1 @tizeti @skenky2g1 concerns are on the increase like a pandemic... you need to flatten the curve,951,Negative,koredeakande@uni.minerva.edu,487,2021-10-28T11:41:14.512180Z,2021-10-28T11:41:14.512212Z,7.659
@Spectranet_NG @NgComCommission Sent. Kindly respond to your dm,950,Neutral,koredeakande@uni.minerva.edu,486,2021-10-28T11:41:06.604187Z,2021-10-28T11:41:06.604221Z,6.718
"@IkejaElectric dey do their own since morning no light, now @Spectranet_NG wan join with poor internet service. Na wa ooo",949,Negative,koredeakande@uni.minerva.edu,485,2021-10-28T11:40:59.633824Z,2021-10-28T11:40:59.633860Z,6.707
"@comfyzy @Spectranet_NG I really don't know why NCC hasn't investigated them but then again, this is Nigeria.",948,Negative,koredeakande@uni.minerva.edu,484,2021-10-28T11:40:52.680408Z,2021-10-28T11:40:52.680458Z,6.777
"Hello @Spectranet_NG, your network for over a week in Surulere has been extremely crappy. What exactly is going on? I mean I can’t do things at a fast rate and it’s stressing me out. Can you rectify it as soon as possible? Thanks",947,Negative,koredeakande@uni.minerva.edu,483,2021-10-28T11:40:45.637458Z,2021-10-28T11:40:45.637521Z,6.198
"@Spectranet_NG why have you guys decided to frustrate me today?

Just why?

I cant even open a webpage... like... Your network is just crap... Gets worse every breathing moment.

I'm tired of calling and receiving the same set of instructions that never works.

Can you fix up😡😡",946,Negative,koredeakande@uni.minerva.edu,482,2021-10-28T11:39:19.827087Z,2021-10-28T11:39:19.827125Z,5.731
@TheJideLagos Did my spectranet sometimes ago maybe Na the wrong person . Ask of bode that repairs iphone should be able to link you,944,Neutral,koredeakande@uni.minerva.edu,480,2021-10-28T11:39:05.123310Z,2021-10-28T11:39:05.123356Z,9.616
@Spectranet_NG please what's the issue with your service around Marina area(Lagos) . I haven't been able to use my Mifi all day. This is freaking tiring.,943,Negative,koredeakande@uni.minerva.edu,479,2021-10-28T11:38:55.274975Z,2021-10-28T11:38:55.275008Z,5.41
"Specy @Spectranet_NG  warris all dis na!
La ta aro!",942,Negative,koredeakande@uni.minerva.edu,478,2021-10-28T11:38:49.629385Z,2021-10-28T11:38:49.629416Z,10.199
@Spectranet_NG you have the worse customer service ever cc @ConsumersNCC,941,Negative,koredeakande@uni.minerva.edu,477,2021-10-28T11:38:39.202263Z,2021-10-28T11:38:39.202295Z,6.943
@Spectranet_NG pls are you ppl still doing promo for new subscribers ?,940,Neutral,koredeakande@uni.minerva.edu,476,2021-10-28T11:38:32.030756Z,2021-10-28T11:38:32.030787Z,4.459
@sky_jfk @ntelng @tizeti Very serious ooo.,939,Neutral,koredeakande@uni.minerva.edu,475,2021-10-28T11:38:27.384173Z,2021-10-28T11:38:27.384253Z,3.217
Is tizeti any food in Yaba?,938,Neutral,koredeakande@uni.minerva.edu,474,2021-10-28T11:38:23.933090Z,2021-10-28T11:38:23.933120Z,5.607
@myaccessbank Hi please made a deposit into my sister's @Spectranet_NG account via the #accessmore app got an error and was debited but yet to see the money in the #Spectranet account,937,Neutral,koredeakande@uni.minerva.edu,473,2021-10-28T11:38:18.046985Z,2021-10-28T11:38:18.047016Z,6.87
@confyscenty @officialbambam4 @Spectranet_NG 🤣🤣🤣🤣🤣🤣 bro no kill me Abeg,936,Neutral,koredeakande@uni.minerva.edu,472,2021-10-28T11:38:10.923581Z,2021-10-28T11:38:10.923615Z,7.806
SPECTRANET !!!!! 🤬🤬🤬🤬🤬🤬,935,Negative,koredeakande@uni.minerva.edu,471,2021-10-28T11:38:02.933849Z,2021-10-28T11:38:02.933883Z,2.885
"Dear @tizeti @wifisupport1 

This is 11:40AM, no calls, no email as per your schedule appointment.

See, if I don't see anybody at my house to rectify this current mess; I will drag your company across all social media platforms including LinkedIn &amp; offline too.",934,Negative,koredeakande@uni.minerva.edu,470,2021-10-28T11:37:59.806346Z,2021-10-28T11:37:59.806379Z,10.187
@shashupenz @AtoyebiBamidel2 @dzinkuz @DrJoeAbah @Spectranet_NG @ntelng Help me tell him.,932,Neutral,koredeakande@uni.minerva.edu,468,2021-10-28T11:37:39.126749Z,2021-10-28T11:37:39.126810Z,4.857
@Spectranet_NG are you guys on leave today ?,931,Neutral,koredeakande@uni.minerva.edu,467,2021-10-28T11:37:34.031992Z,2021-10-28T11:37:34.032031Z,3.795
@Jon3ro Spectranet is actually more expensive and have a shitty service,930,Negative,koredeakande@uni.minerva.edu,466,2021-10-28T11:37:30.000004Z,2021-10-28T11:37:30.000033Z,3.858
Spectranet and MTN moving mad 😭,927,Negative,koredeakande@uni.minerva.edu,463,2021-10-28T11:36:52.752310Z,2021-10-28T11:36:52.752356Z,2.543
@Aunty_Les I use my spectranet in PH oh. Find out,926,Neutral,koredeakande@uni.minerva.edu,462,2021-10-28T11:36:49.959368Z,2021-10-28T11:36:49.959418Z,9.107
"Between Swift and Spectranet, which is more reliable and fast for someone that stays in Festac?",925,Neutral,koredeakande@uni.minerva.edu,461,2021-10-28T11:36:40.621458Z,2021-10-28T11:36:40.621490Z,4.296
@Spectranet_NG why is it always impossible to upload files using Spectranet? Even if the file is 30MB. It'd never upload successfully. Why?,924,Negative,koredeakande@uni.minerva.edu,460,2021-10-28T11:36:36.090414Z,2021-10-28T11:36:36.090454Z,5.47
@PeteNwabuoku @Spectranet_NG So so long bro.,923,Neutral,koredeakande@uni.minerva.edu,459,2021-10-28T11:36:30.391783Z,2021-10-28T11:36:30.391816Z,4.084
"Na this yeye network Spectranet won make I renew?
Una go dey there.",922,Negative,koredeakande@uni.minerva.edu,458,2021-10-28T11:36:26.064817Z,2021-10-28T11:36:26.064850Z,4.113
@yacim986 @wifisupport1 @madu_victor @cozzbie @tizeti Still take it easy sir @yacim986,921,Neutral,koredeakande@uni.minerva.edu,457,2021-10-28T11:36:21.719134Z,2021-10-28T11:36:21.719170Z,6.217
Spectranet will ruin me. 🥺,920,Negative,koredeakande@uni.minerva.edu,456,2021-10-28T11:36:15.265735Z,2021-10-28T11:36:15.265771Z,3.007
I was using mobile data. The Data on my spectranet has finished. Can only do WhatsApp with it https://t.co/SSYSwE87iW,919,Neutral,koredeakande@uni.minerva.edu,455,2021-10-28T11:36:12.023460Z,2021-10-28T11:36:12.023494Z,5.46
"God i hate Tizeti.....
You will be having a class and the network will just go off...aarghh.",918,Negative,koredeakande@uni.minerva.edu,454,2021-10-28T11:36:06.334505Z,2021-10-28T11:36:06.334546Z,3.364
@rukxy @Spectranet_NG Na soak-away. 😭,917,Neutral,koredeakande@uni.minerva.edu,453,2021-10-28T11:36:02.730447Z,2021-10-28T11:36:02.730482Z,4.602
@Spectranet_NG @FiberOne and smile just got hacked https://t.co/bRdZ3nDc5c,916,Neutral,koredeakande@uni.minerva.edu,452,2021-10-28T11:35:57.874227Z,2021-10-28T11:35:57.874259Z,7.001
@olamiday @wifisupport1 Tizeti is useless 😂😂😂,915,Negative,koredeakande@uni.minerva.edu,451,2021-10-28T11:35:50.637934Z,2021-10-28T11:35:50.637965Z,4.101
@chrisnwasike @tizeti Yes o,914,Neutral,koredeakande@uni.minerva.edu,450,2021-10-28T11:35:46.306515Z,2021-10-28T11:35:46.306547Z,8.972
"Now because I stopped renewing my internet on Spectranet, they're on my neck, calling me up and down, trying to see how they can fix my internet issues. 
What sort of carelessness and cluelessness is this? Been a loyal customer for more than 2 years, you people frustrated me out",913,Negative,koredeakande@uni.minerva.edu,449,2021-10-28T11:35:37.084344Z,2021-10-28T11:35:37.084386Z,13.094
"Hi, A spectranet Engineer came to my apartment on sat with his laptop and device. He confirmed bad signal and gave me a report. Do you have an office in Ozone, yaba? I could go there today with the report.
Thanks
",912,Neutral,koredeakande@uni.minerva.edu,448,2021-10-28T11:35:23.753309Z,2021-10-28T11:35:23.753344Z,6.787
"@tizeti, your customers are beginning to speak up.

You must listen.

I was forced to get @AirtelNigeria wifi hotspot. Your service is bad now. 

Your customers want you to win so do the needful. https://t.co/Kv0HNFAiSm",911,Negative,koredeakande@uni.minerva.edu,447,2021-10-28T11:35:16.725549Z,2021-10-28T11:35:16.725604Z,9.248
@officialbambam4 @Spectranet_NG They can never change. Best thing is to dump them.,910,Negative,koredeakande@uni.minerva.edu,446,2021-10-28T11:35:07.234836Z,2021-10-28T11:35:07.234874Z,4.516
@tizeti you guys are criminals big time ones,909,Negative,koredeakande@uni.minerva.edu,445,2021-10-28T11:35:02.529650Z,2021-10-28T11:35:02.529687Z,3.083
"@ngozi_nkeChinwe Okay. But you do realize said SP is also affecting Ife’s business too? 

Do a search of Spectranet and see what the results will churn out. Everyone is complaining which means they’re not getting their act right and most brands in Nigeria only perform when called out",908,Negative,koredeakande@uni.minerva.edu,444,2021-10-28T11:34:59.191536Z,2021-10-28T11:34:59.191568Z,19.152
"Oloko Oluwatoyin made a payment of 112,000 naira on the 5th of September 2020 in respect of installation and 6 months subscription of the Tizeti network .",907,Neutral,koredeakande@uni.minerva.edu,443,2021-10-28T11:34:39.794274Z,2021-10-28T11:34:39.794307Z,11.807
"@kusssman @the_only_ayo @MTNNG @GLO__NIG @9mobileng @ntelng @AirtelNigeria @Spectranet_NG Don’t mind then,they just like to make life hard .......useless network provider",906,Negative,koredeakande@uni.minerva.edu,442,2021-10-28T11:34:27.740527Z,2021-10-28T11:34:27.740560Z,10.347
IPNX finally in this estate. Ope o,905,Positive,koredeakande@uni.minerva.edu,441,2021-10-28T11:34:17.203207Z,2021-10-28T11:34:17.203239Z,3.004
Spectranet is just a piece of shit.. I'm done with these guys.,904,Negative,koredeakande@uni.minerva.edu,440,2021-10-28T11:34:14.014704Z,2021-10-28T11:34:14.014737Z,2.535
"Just had an awesome customer service experience from @Spectranet_NG
. David listened and found a way to make it work. His supervisor Tunji (I think) was ACE! This is why I stick with Spectranet! Keep up the great work and don’t make me regret my words PLEASE!",903,Positive,koredeakande@uni.minerva.edu,439,2021-10-28T11:34:11.241357Z,2021-10-28T11:34:11.241407Z,7.144
Hay God. Spectranet won’t kill me. What is going on??,902,Negative,koredeakande@uni.minerva.edu,438,2021-10-28T11:34:03.861759Z,2021-10-28T11:34:03.861821Z,3.147
"@iHoluwatoby Biko jamisi, I’m using Spectranet 60GB and it’s not bad",901,Positive,koredeakande@uni.minerva.edu,437,2021-10-28T11:34:00.458057Z,2021-10-28T11:34:00.458094Z,7.117
Spectranet don dey call me pass airtel,900,Negative,koredeakande@uni.minerva.edu,436,2021-10-28T11:33:53.109303Z,2021-10-28T11:33:53.109376Z,21.584
Abeg Spectranet dey reach ogun state? Ijebu to be specific?? @Spectranet_NG,899,Neutral,koredeakande@uni.minerva.edu,435,2021-10-28T11:33:24.592308Z,2021-10-28T11:33:24.592342Z,8.236
@zimmani @JerrieRotimi @Spectranet_NG Only noticed since I moved,898,Neutral,koredeakande@uni.minerva.edu,434,2021-10-28T11:33:16.122120Z,2021-10-28T11:33:16.122152Z,6.877
@Joy73834037 @tIZETI_ I dey tell you 😂,897,Neutral,koredeakande@uni.minerva.edu,433,2021-10-28T11:33:09.007427Z,2021-10-28T11:33:09.007459Z,4.159
"@Spectranet_NG seems like this abusive relationship we're in isn't gonna last any longer. 

I'm fed up. Totally. 

I cant be experiencing shitty internet for more than 4 weeks now.",896,Negative,koredeakande@uni.minerva.edu,432,2021-10-28T11:33:04.610532Z,2021-10-28T11:33:04.610566Z,8.642
@Spectranet_NG you guys should make it rain 100% today please 🙂,895,Neutral,koredeakande@uni.minerva.edu,431,2021-10-28T11:32:55.715279Z,2021-10-28T11:32:55.715312Z,9.402
"@zimmani @JerrieRotimi @Spectranet_NG Like I can’t use my internet if I’m in the sitting room, I have to take it out of my room.",894,Negative,koredeakande@uni.minerva.edu,430,2021-10-28T11:32:46.064265Z,2021-10-28T11:32:46.064297Z,7.896
"@FBN_help Hello FBN, I made a Bill Payment for Spectranet Ltd (Internet Subscription N18,525) on 18/08/2020 Time: 13:33pm. Merchants hasn’t received payment and asked to contact my Bank. @cenbank @FirstBankngr",891,Neutral,koredeakande@uni.minerva.edu,427,2021-10-28T11:32:13.897877Z,2021-10-28T11:32:13.897909Z,5.754
"Why can't we have any reliable ISP in Nigeria?

@Spectranet_NG have been down for more than a week now. Definitely not renewing next month. 

But I hear Smile is just as bad.",890,Negative,koredeakande@uni.minerva.edu,426,2021-10-28T11:32:07.911414Z,2021-10-28T11:32:07.911448Z,6.705
@Spectranet_NG what's with the poor service in ijesha?? Please fix it fast.,889,Negative,koredeakande@uni.minerva.edu,425,2021-10-28T11:32:00.973942Z,2021-10-28T11:32:00.973994Z,3.314
@adebambor @FeralJack_ @Spectranet_NG Spec what???🤣🤣🤣   it will only end in pains and suffering. Samr with swift.  All of them are kremina,888,Negative,koredeakande@uni.minerva.edu,424,2021-10-28T11:31:57.420547Z,2021-10-28T11:31:57.420579Z,7.586
I used Spectranet to watch The Set Up on Netflix and the network was really good,887,Positive,koredeakande@uni.minerva.edu,423,2021-10-28T11:31:49.594784Z,2021-10-28T11:31:49.594816Z,4.788
"@DrJoeAbah @doubleomoore @Spectranet_NG I wish you tried Fibreone broadband,  they will test your blood pressure so bad.",886,Neutral,koredeakande@uni.minerva.edu,422,2021-10-28T11:31:44.568164Z,2021-10-28T11:31:44.568197Z,12.033
Why is it that everyone has to hang their Spectranet MiFis on their windows for it to work? Ehn?,885,Negative,koredeakande@uni.minerva.edu,421,2021-10-28T11:31:32.302311Z,2021-10-28T11:31:32.302341Z,6.647
Spectranet ooooo,884,Negative,koredeakande@uni.minerva.edu,420,2021-10-28T11:31:25.424138Z,2021-10-28T11:31:25.424170Z,4.689
@wifisupport1 @tizeti It’s the same story I was told when your team https://t.co/xNpB1mp4m6’s just unfortunate I wasted my money renewing,883,Negative,koredeakande@uni.minerva.edu,419,2021-10-28T11:31:20.487824Z,2021-10-28T11:31:20.487859Z,16.32
@The_cocoreidh Spectranet is still trash please and smile is better.,882,Negative,koredeakande@uni.minerva.edu,418,2021-10-28T11:31:03.906302Z,2021-10-28T11:31:03.906334Z,7.366
"@Spectranet_NG , see no make me swear for you! Fix your wacky internet connection around Yaba!",881,Negative,koredeakande@uni.minerva.edu,417,2021-10-28T11:30:56.299380Z,2021-10-28T11:30:56.299416Z,6.537
"@aboyowa_e @Spectranet_NG Lmaoo! Na so, turn up!!",880,Neutral,koredeakande@uni.minerva.edu,416,2021-10-28T11:30:49.516588Z,2021-10-28T11:30:49.516619Z,6.434
"I’m using Spectranet o but the network has been shit since last week, I don sub for my glo twice in one week already 😭😭 https://t.co/meRdfKCYzR",879,Negative,koredeakande@uni.minerva.edu,415,2021-10-28T11:30:42.842735Z,2021-10-28T11:30:42.842769Z,6.07
@tizeti kindly reactivate my account.,878,Neutral,koredeakande@uni.minerva.edu,414,2021-10-28T11:30:36.525504Z,2021-10-28T11:30:36.525536Z,5.427
"@iam_chrisy @Spectranet_NG Ah they’re good but if you have issues, they’re staff can be annoying",876,Positive,koredeakande@uni.minerva.edu,412,2021-10-28T11:30:07.583670Z,2021-10-28T11:30:07.583703Z,10.446
Great Move TIZETI. https://t.co/L577Ibdfmd,875,Positive,koredeakande@uni.minerva.edu,411,2021-10-28T11:29:56.898854Z,2021-10-28T11:29:56.898888Z,29.903
@wifisupport1 @tizeti Ok,874,Neutral,koredeakande@uni.minerva.edu,410,2021-10-28T11:29:26.812030Z,2021-10-28T11:29:26.812063Z,2.983
"Thanks @Gidi_Traffic for helping with the poll. 
@Spectranet_NG make una do well oh. Same platform that influenced buying decision can be used to call you out oh!",873,Positive,koredeakande@uni.minerva.edu,409,2021-10-28T11:29:23.359670Z,2021-10-28T11:29:23.359706Z,38.286
"@Shamsiyya__ Dead fc, jump unto Spectranet",872,Positive,koredeakande@uni.minerva.edu,408,2021-10-28T11:28:44.833042Z,2021-10-28T11:28:44.833074Z,5.666
Spectranet 🤝 your internet connection is unstable (during Zoom calls),871,Negative,koredeakande@uni.minerva.edu,407,2021-10-28T11:28:38.930416Z,2021-10-28T11:28:38.930456Z,4.068
"To sleep or tune in Netflix? 
Finally back with my Spectranet 😭",870,Positive,koredeakande@uni.minerva.edu,406,2021-10-28T11:28:34.618318Z,2021-10-28T11:28:34.618349Z,10.319
Trying to enjoy my movie but tizeti out here like https://t.co/j9YAdvTBrF,869,Negative,koredeakande@uni.minerva.edu,405,2021-10-28T11:28:24.061295Z,2021-10-28T11:28:24.061327Z,5.02
"@ronstanp 14Mbps is the download speed of my mobile network while 6.3Mbps is the upload speed of my mobile Internet. 

The download speed of Tizeti WiFi is 0.88Mbps.",868,Negative,koredeakande@uni.minerva.edu,404,2021-10-28T11:28:18.793636Z,2021-10-28T11:28:18.793673Z,8.917
@tizeti @netflix On your slow internet the only thing thing you would be able to see is thr trailer.,867,Negative,koredeakande@uni.minerva.edu,403,2021-10-28T11:28:09.632854Z,2021-10-28T11:28:09.632888Z,6.251
"Tizeti , pay for 1 month enjoy 5 days disconnected for 7days then reconnected for 3 then disconnected for 4days the  reconnected for 10days before the renewal ...

Rinse and repeat. 

I'm glad IPNX is now in my estate",866,Negative,koredeakande@uni.minerva.edu,402,2021-10-28T11:28:03.142431Z,2021-10-28T11:28:03.142462Z,21.285
"@yacim986 @wifisupport1 @madu_victor @cozzbie @tizeti Your blood dey always dey hot.

Take it easy @yacim986",865,Neutral,koredeakande@uni.minerva.edu,401,2021-10-28T11:27:41.613348Z,2021-10-28T11:27:41.613379Z,14.283
What's wrong with Spectranet?? 🤦🏽‍♂️,864,Negative,koredeakande@uni.minerva.edu,400,2021-10-28T11:27:27.128229Z,2021-10-28T11:27:27.128260Z,2.937
"Thanks to Spectranet, I haven’t complained about using up my data in three days and looking for how to buy another data in months",863,Positive,koredeakande@uni.minerva.edu,399,2021-10-28T11:27:23.938860Z,2021-10-28T11:27:23.938895Z,18.772
"@_diuto @devlarri @JasonNjoku @kananyi @anti_ratrace @tizeti Lol, na that one concern you.",862,Neutral,koredeakande@uni.minerva.edu,398,2021-10-28T11:27:04.929665Z,2021-10-28T11:27:04.929701Z,7.054
Why are @MTNNG and @Spectranet_NG doing me like this in this time I need them the most.,861,Negative,koredeakande@uni.minerva.edu,397,2021-10-28T11:26:57.636768Z,2021-10-28T11:26:57.636801Z,3.841
@Spectranet_NG can you explain how my 50GB Spectranet data becomes so useless that I have to rely on my 200MB @GlobacomNigeria mobile data to send this tweet?,860,Negative,koredeakande@uni.minerva.edu,396,2021-10-28T11:26:53.555985Z,2021-10-28T11:26:53.556018Z,7.334
"Nigeria is indeed a funny place. Businesses just increase the price of their offerings without sending an email or a newsletter.

We get to do anyhow in Nigeria because we have the mentality that ""nothing dey happen""

@tizeti; I'm really disappointed in you guys once again.",859,Negative,koredeakande@uni.minerva.edu,395,2021-10-28T11:26:45.975601Z,2021-10-28T11:26:45.975634Z,11.597
Dear @Spectranet_NG... my device have been moving on snail speed lately... kilon shele na ...am watching you guys in 3D concave lens,858,Negative,koredeakande@uni.minerva.edu,394,2021-10-28T11:26:34.135826Z,2021-10-28T11:26:34.135859Z,6.419
@GucciJ9 @Eshenicy @IgbokweKo @DrJoeAbah @Spectranet_NG @DStvNg I don't mind you giving me the toll free number biko.,857,Neutral,koredeakande@uni.minerva.edu,393,2021-10-28T11:26:27.472501Z,2021-10-28T11:26:27.472538Z,8.236
"Ntel stopped Unlimited Wifi service, I bought Tizeti two weeks ago, the network will work fine for some hours and go off for another hour or more, what did I do to deserve this stress @wifisupport1 What’s going on with y’all? My work is internet based and you’re frustrating it!",856,Negative,koredeakande@uni.minerva.edu,392,2021-10-28T11:26:18.996780Z,2021-10-28T11:26:18.996814Z,10.545
@wifisupport1 @olamiday @Lumis0 Oya @ajepintos let us contribute our details tizeti is asking. 😁😁😁,854,Neutral,koredeakande@uni.minerva.edu,390,2021-10-28T11:26:05.621273Z,2021-10-28T11:26:05.621313Z,8.605
This Tizeti ad sounds somehow to my ears.,853,Negative,koredeakande@uni.minerva.edu,389,2021-10-28T11:25:56.763510Z,2021-10-28T11:25:56.763543Z,25.221
@kenethelion @IdentikalTwins @SmileComsNG @Spectranet_NG @Gidi_Traffic Both ISPs should be thrown out with the bath water.....,852,Negative,koredeakande@uni.minerva.edu,388,2021-10-28T11:25:31.294442Z,2021-10-28T11:25:31.294475Z,8.276
"Tizeti get money to advertise but can't give Internet speed that we paid for
Lmfao.",851,Negative,koredeakande@uni.minerva.edu,387,2021-10-28T11:25:22.772744Z,2021-10-28T11:25:22.772775Z,5.917
@Spectranet_NG you people are really unfortunate Abeg,850,Negative,koredeakande@uni.minerva.edu,386,2021-10-28T11:25:16.648445Z,2021-10-28T11:25:16.648483Z,3.777
"@tizeti @wifisupport1 With all our pains, all our escalation for the entire month of March, you provided no solution whatsover.... really what has hit your network... when the service is restored we barely have 1mb/s... what on earth has gone wrong with your unlimited package",847,Negative,koredeakande@uni.minerva.edu,383,2021-10-28T11:24:58.986326Z,2021-10-28T11:24:58.986364Z,10.788
"@tizeti @wifisupport1  please kindly activate our account ‘Laoye Abimbola’ Masha, Surulere. Paid 27/06/19. Support #649947 Paystack ref T217238200870816. It has not been activated since 27/6/19. Lost 2days already. #SayNotoPoorInternetService #SayNotoPoorCustomerService @lasgcopa",845,Negative,koredeakande@uni.minerva.edu,381,2021-10-28T11:24:43.600322Z,2021-10-28T11:24:43.600358Z,17.682
@Spectranet_NG Will your store at ozone open today?,844,Neutral,koredeakande@uni.minerva.edu,380,2021-10-28T11:24:25.685169Z,2021-10-28T11:24:25.685203Z,4.596
@DrightSauce Spectranet is fucking me up. Since 9 o,843,Negative,koredeakande@uni.minerva.edu,379,2021-10-28T11:24:20.832205Z,2021-10-28T11:24:20.832240Z,7.289
@tizeti how long will it take to connect my WiFi,841,Neutral,koredeakande@uni.minerva.edu,377,2021-10-28T11:24:06.043365Z,2021-10-28T11:24:06.043399Z,8.532
"@Spectranet_NG how is it that i still have 20GB and you people are sending me messages to renew, that my data is exhausted? Bare in mind that your network has been shitty for some days now🙄",840,Negative,koredeakande@uni.minerva.edu,376,2021-10-28T11:23:57.255879Z,2021-10-28T11:23:57.255912Z,9.316
"How can NGN5000 be just 7gig?
Spectranet this is becoming unhealthy.

@Spectranet_NG",838,Negative,koredeakande@uni.minerva.edu,374,2021-10-28T11:22:24.108625Z,2021-10-28T11:22:24.108658Z,4.559
