ISP_Name,Time,Text,Source,sentiment
sprectranet,2019-05-04 12:13:23,"@Spectranet_NG , see no make me swear for you! Fix your wacky internet connection around Yaba!",Twitter for iPhone,Negative
sprectranet,2019-08-22 22:41:09,@The_cocoreidh Spectranet is still trash please and smile is better.,Twitter for Android,Negative
tizeti,2020-02-27 17:36:45+00:00,@wifisupport1 @tizeti It’s the same story I was told when your team https://t.co/xNpB1mp4m6’s just unfortunate I wasted my money renewing,Twitter for iPhone,Negative
sprectranet,2019-05-08 11:00:54,Spectranet ooooo,Twitter for iPhone,Negative
sprectranet,2020-02-23 19:56:12+00:00,Why is it that everyone has to hang their Spectranet MiFis on their windows for it to work? Ehn?,Twitter for iPhone,Negative
sprectranet,2020-06-26 08:15:51+00:00,"@DrJoeAbah @doubleomoore @Spectranet_NG I wish you tried Fibreone broadband,  they will test your blood pressure so bad.",Twitter for Android,Neutral
sprectranet,2020-04-22 21:21:58+00:00,I used Spectranet to watch The Set Up on Netflix and the network was really good,Twitter for Android,Positive
sprectranet,2019-07-25 08:44:41,@adebambor @FeralJack_ @Spectranet_NG Spec what???🤣🤣🤣   it will only end in pains and suffering. Samr with swift.  All of them are kremina,Twitter for Android,Negative
sprectranet,2020-03-30 06:20:28+00:00,@Spectranet_NG what's with the poor service in ijesha?? Please fix it fast.,Twitter for Android,Negative
sprectranet,2020-05-20 20:22:32+00:00,"Why can't we have any reliable ISP in Nigeria?

@Spectranet_NG have been down for more than a week now. Definitely not renewing next month. 

But I hear Smile is just as bad.",Twitter for Android,Negative
sprectranet,2020-08-19 13:58:33+00:00,"@FBN_help Hello FBN, I made a Bill Payment for Spectranet Ltd (Internet Subscription N18,525) on 18/08/2020 Time: 13:33pm. Merchants hasn’t received payment and asked to contact my Bank. @cenbank @FirstBankngr",Twitter for iPhone,Neutral
sprectranet,2020-04-04 08:50:24+00:00,"@zimmani @JerrieRotimi @Spectranet_NG Like I can’t use my internet if I’m in the sitting room, I have to take it out of my room.",Twitter for iPhone,Negative
sprectranet,2019-10-03 08:52:52,@Spectranet_NG you guys should make it rain 100% today please 🙂,Twitter for Android,Neutral
sprectranet,2020-04-04 17:54:52+00:00,"@Spectranet_NG seems like this abusive relationship we're in isn't gonna last any longer. 

I'm fed up. Totally. 

I cant be experiencing shitty internet for more than 4 weeks now.",Twitter for Android,Negative
tizeti,2020-02-22 09:46:40+00:00,@Joy73834037 @tIZETI_ I dey tell you 😂,Twitter for iPhone,Neutral
sprectranet,2020-04-04 08:55:43+00:00,@zimmani @JerrieRotimi @Spectranet_NG Only noticed since I moved,Twitter for iPhone,Neutral
sprectranet,2019-12-24 09:16:22,Abeg Spectranet dey reach ogun state? Ijebu to be specific?? @Spectranet_NG,Twitter for Android,Neutral
sprectranet,2020-02-05 12:22:11+00:00,Spectranet don dey call me pass airtel,Twitter for iPhone,Negative
sprectranet,2019-02-24 12:33:56,"@iHoluwatoby Biko jamisi, I’m using Spectranet 60GB and it’s not bad",Twitter for iPhone,Positive
sprectranet,2019-03-26 17:27:56,Hay God. Spectranet won’t kill me. What is going on??,Twitter for iPhone,Negative
sprectranet,2019-08-30 12:10:33,"Just had an awesome customer service experience from @Spectranet_NG
. David listened and found a way to make it work. His supervisor Tunji (I think) was ACE! This is why I stick with Spectranet! Keep up the great work and don’t make me regret my words PLEASE!",Twitter for iPhone,Positive
sprectranet,2020-03-07 11:19:09+00:00,Spectranet is just a piece of shit.. I'm done with these guys.,Twitter for Android,Negative
ipnx,2020-08-13 17:01:33,IPNX finally in this estate. Ope o,Twitter for iPhone,Positive
sprectranet,2020-03-26 08:29:23+00:00,"@kusssman @the_only_ayo @MTNNG @GLO__NIG @9mobileng @ntelng @AirtelNigeria @Spectranet_NG Don’t mind then,they just like to make life hard .......useless network provider",Twitter for iPhone,Negative
tizeti,2020-09-23 22:40:03+00:00,"Oloko Oluwatoyin made a payment of 112,000 naira on the 5th of September 2020 in respect of installation and 6 months subscription of the Tizeti network .",Twitter for Android,Neutral
sprectranet,2020-05-27 11:42:00+00:00,"@ngozi_nkeChinwe Okay. But you do realize said SP is also affecting Ife’s business too? 

Do a search of Spectranet and see what the results will churn out. Everyone is complaining which means they’re not getting their act right and most brands in Nigeria only perform when called out",Twitter for iPhone,Negative
tizeti,2020-09-27 07:40:52+00:00,@tizeti you guys are criminals big time ones,Twitter for iPhone,Negative
sprectranet,2020-05-13 22:35:19+00:00,@officialbambam4 @Spectranet_NG They can never change. Best thing is to dump them.,Twitter for Android,Negative
tizeti,2020-02-15 07:36:34+00:00,"@tizeti, your customers are beginning to speak up.

You must listen.

I was forced to get @AirtelNigeria wifi hotspot. Your service is bad now. 

Your customers want you to win so do the needful. https://t.co/Kv0HNFAiSm",Twitter for Android,Negative
sprectranet,2019-01-14 11:43:00,"Hi, A spectranet Engineer came to my apartment on sat with his laptop and device. He confirmed bad signal and gave me a report. Do you have an office in Ozone, yaba? I could go there today with the report.
Thanks
",Twitter for Android,Neutral
sprectranet,2020-07-22 09:57:34+00:00,"Now because I stopped renewing my internet on Spectranet, they're on my neck, calling me up and down, trying to see how they can fix my internet issues. 
What sort of carelessness and cluelessness is this? Been a loyal customer for more than 2 years, you people frustrated me out",Twitter for Android,Negative
tizeti,2019-12-14 08:30:59+00:00,@chrisnwasike @tizeti Yes o,Twitter for Android,Neutral
tizeti,2020-07-07 20:55:44+00:00,@olamiday @wifisupport1 Tizeti is useless 😂😂😂,Twitter for iPhone,Negative
sprectranet,2019-04-20 16:54:09,@Spectranet_NG @FiberOne and smile just got hacked https://t.co/bRdZ3nDc5c,Twitter for Android,Neutral
sprectranet,2020-03-14 22:00:08+00:00,@rukxy @Spectranet_NG Na soak-away. 😭,Twitter for Android,Neutral
tizeti,2020-06-05 10:57:57+00:00,"God i hate Tizeti.....
You will be having a class and the network will just go off...aarghh.",Twitter for Android,Negative
sprectranet,2019-04-29 13:18:39,I was using mobile data. The Data on my spectranet has finished. Can only do WhatsApp with it https://t.co/SSYSwE87iW,Twitter for iPhone,Neutral
sprectranet,2019-10-20 11:41:54,Spectranet will ruin me. 🥺,Twitter for iPhone,Negative
tizeti,2019-07-30 17:03:00+00:00,@yacim986 @wifisupport1 @madu_victor @cozzbie @tizeti Still take it easy sir @yacim986,Twitter for Android,Neutral
sprectranet,2020-05-22 08:31:23+00:00,"Na this yeye network Spectranet won make I renew?
Una go dey there.",Twitter for iPhone,Negative
sprectranet,2020-07-24 15:56:57+00:00,@PeteNwabuoku @Spectranet_NG So so long bro.,Twitter for Android,Neutral
sprectranet,2020-08-02 12:15:16+00:00,@Spectranet_NG why is it always impossible to upload files using Spectranet? Even if the file is 30MB. It'd never upload successfully. Why?,Twitter for Android,Negative
sprectranet,2020-11-29 16:35:04+00:00,"Between Swift and Spectranet, which is more reliable and fast for someone that stays in Festac?",Twitter for Android,Neutral
sprectranet,2019-01-04 16:58:01,@Aunty_Les I use my spectranet in PH oh. Find out,Twitter for iPhone,Neutral
sprectranet,2020-04-20 16:52:03+00:00,Spectranet and MTN moving mad 😭,Twitter for iPhone,Negative
sprectranet,2019-04-20 20:10:12,@Jon3ro Spectranet is actually more expensive and have a shitty service,Twitter for iPhone,Negative
sprectranet,2019-07-17 19:02:16,@Spectranet_NG are you guys on leave today ?,Twitter for iPhone,Neutral
sprectranet,2020-06-26 06:23:19+00:00,@shashupenz @AtoyebiBamidel2 @dzinkuz @DrJoeAbah @Spectranet_NG @ntelng Help me tell him.,Twitter for Android,Neutral
tizeti,2020-06-24 10:47:41+00:00,"Dear @tizeti @wifisupport1 

This is 11:40AM, no calls, no email as per your schedule appointment.

See, if I don't see anybody at my house to rectify this current mess; I will drag your company across all social media platforms including LinkedIn &amp; offline too.",Twitter for Android,Negative
sprectranet,2020-09-23 10:16:32+00:00,SPECTRANET !!!!! 🤬🤬🤬🤬🤬🤬,Twitter for iPhone,Negative
sprectranet,2020-05-22 08:42:29+00:00,@confyscenty @officialbambam4 @Spectranet_NG 🤣🤣🤣🤣🤣🤣 bro no kill me Abeg,Twitter for Android,Neutral
sprectranet,2020-07-05 20:03:48+00:00,@myaccessbank Hi please made a deposit into my sister's @Spectranet_NG account via the #accessmore app got an error and was debited but yet to see the money in the #Spectranet account,Twitter for iPhone,Neutral
tizeti,2019-02-26 20:03:45+00:00,Is tizeti any food in Yaba?,Twitter for iPhone,Neutral
tizeti,2019-11-28 14:30:33+00:00,@sky_jfk @ntelng @tizeti Very serious ooo.,Twitter for iPhone,Neutral
sprectranet,2019-06-05 09:12:35,@Spectranet_NG pls are you ppl still doing promo for new subscribers ?,Twitter for iPhone,Neutral
sprectranet,2020-05-19 09:55:28+00:00,@Spectranet_NG you have the worse customer service ever cc @ConsumersNCC,Twitter for Android,Negative
sprectranet,2020-04-28 22:36:46+00:00,"Specy @Spectranet_NG  warris all dis na!
La ta aro!",Twitter for Android,Negative
sprectranet,2019-05-09 12:40:37,@Spectranet_NG please what's the issue with your service around Marina area(Lagos) . I haven't been able to use my Mifi all day. This is freaking tiring.,Twitter for Android,Negative
sprectranet,2019-08-30 11:55:29,@TheJideLagos Did my spectranet sometimes ago maybe Na the wrong person . Ask of bode that repairs iphone should be able to link you,Twitter for iPhone,Neutral
sprectranet,2020-03-26 13:32:54+00:00,"@Spectranet_NG why have you guys decided to frustrate me today?

Just why?

I cant even open a webpage... like... Your network is just crap... Gets worse every breathing moment.

I'm tired of calling and receiving the same set of instructions that never works.

Can you fix up😡😡",Twitter for Android,Negative
sprectranet,2019-12-13 10:43:45,"Hello @Spectranet_NG, your network for over a week in Surulere has been extremely crappy. What exactly is going on? I mean I can’t do things at a fast rate and it’s stressing me out. Can you rectify it as soon as possible? Thanks",Twitter for iPhone,Negative
sprectranet,2020-07-22 12:22:27+00:00,"@comfyzy @Spectranet_NG I really don't know why NCC hasn't investigated them but then again, this is Nigeria.",Twitter for Android,Negative
sprectranet,2020-03-29 19:18:56+00:00,"@IkejaElectric dey do their own since morning no light, now @Spectranet_NG wan join with poor internet service. Na wa ooo",Twitter for Android,Negative
sprectranet,2020-12-22 11:09:28+00:00,@Spectranet_NG @NgComCommission Sent. Kindly respond to your dm,Twitter for Android,Neutral
tizeti,2020-04-06 09:57:01+00:00,@skenky2g1 @wifisupport1 @tizeti @aydtweets @OloladeOlaniyi Am sorry bro.. we rock same boat @wifisupport1 @tizeti @skenky2g1 concerns are on the increase like a pandemic... you need to flatten the curve,Twitter for Android,Negative
sprectranet,2020-12-26 22:09:46+00:00,@Spectranet_NG your NIN portal isnt working o. Button changes to “submitting” and changes back to “submit” after 10mins...no success/failure message,Twitter for iPhone,Negative
sprectranet,2020-06-03 14:31:34+00:00,@obagomez1 @DrJoeAbah @Spectranet_NG My data is now exhausted. They will start calling for me to renew. Smh,Twitter for iPhone,Neutral
sprectranet,2020-06-17 12:22:45+00:00,@maroq I promise to charge my phone and pray @Spectranet_NG gives me the best network at that time 😂,Twitter for iPhone,Neutral
tizeti,2020-05-02 22:12:41+00:00,Tizeti have taken their internet. Lemme go an take a nap,Twitter for Android,Neutral
sprectranet,2020-11-05 17:08:17+00:00,@Khaleed_ng @MBuhari @jidesanwoolu my Spectranet device. Acct! 14747832 abeg.,Twitter for Android,Neutral
sprectranet,2020-10-14 11:16:34+00:00,@Spectranet_NG I haven’t been able use the internet all morning and your customer care line isn’t going through. I have office work to do! What’s happening?!,Twitter for iPhone,Negative
sprectranet,2020-03-31 14:57:53+00:00,@9mobileng @Spectranet_NG life shouldn't be this hard 😫 https://t.co/vWVKXnzt5R,Twitter for Android,Negative
sprectranet,2020-04-07 11:27:36+00:00,"@wuraola_Kayode @Spectranet_NG Ha, subscribing to Spectranet now is like throwing money inside the ocean.",Twitter for iPhone,Negative
sprectranet,2019-09-12 20:11:14,Shame on you @Spectranet,Twitter for iPhone,Negative
tizeti,2019-03-11 11:17:58+00:00,"Dear @wifisupport1,
I just spoke with an agent of yours who says Tizeti doesn't make refunds for your teleport service that didn't work.
On same day the service was activated, I had immediately sent a mail to Support complaining that it doesn't work. I got no response.",Twitter for Android,Negative
sprectranet,2019-08-14 18:05:23,"@OniosunTemidayo @SPARKLYN_SHY @Spectranet_NG @Spectranet_ltd I concur, they are very useless. I threw threw useless white mifi away since.",Twitter for Android,Negative
tizeti,2019-03-13 16:30:57+00:00,@Kevwekofi @efosaaigbe @aikmamah @edomalo @chefobubu @LindaEjiofor @tizeti @denikeoyetunde I tell ya,Twitter for Android,Neutral
sprectranet,2020-05-15 13:10:47+00:00,@Spectranet_NG your network has been trashy for the past 2-3 days now.. Fix it. https://t.co/iUbJ0OBCvO,Twitter for Android,Negative
tizeti,2020-05-29 19:13:22+00:00,The whole of Tizeti really needs to be 🚮. One week straight with trash network 😭😭,Twitter for Android,Negative
sprectranet,2020-11-01 19:00:27+00:00,"Spectranet stressing me all weekend ! 
No wa tired mehn",Twitter for Android,Negative
sprectranet,2020-04-03 22:07:02+00:00,@DavidIAdeleke @SWIFTNetworksNG Same with @Spectranet_NG. They've all been terrible this period!,Twitter for Android,Negative
sprectranet,2020-08-19 13:54:43+00:00,"@FirstBankngr Hello FBN, I made a Bill Payment for Spectranet Ltd (Internet Subscription N18,525) on 18/08/2020 Time: 13:33pm. Merchants hasn’t received payment and asked to contact my Bank. Please refer to DM for details of Ref. Number. Thanks",Twitter for iPhone,Neutral
sprectranet,2020-07-29 12:57:19+00:00,"If I didn’t have money to buy data now , it’s understandable, which one is someone will buy data and you won’t be able to use it , aye le 
@spectranet 😡 😡",Twitter for iPhone,Negative
sprectranet,2019-04-10 11:11:15,This spectranet is super annoying,Twitter for iPhone,Negative
tizeti,2020-03-30 22:58:25+00:00,"They are all trash, I have swift that is slower than a tortoise and Tizeti that is non existent. Almost 2 hours to download a 65mb file https://t.co/USvnWq2eVV",Twitter for Android,Negative
sprectranet,2019-12-04 10:29:09,@philznnona @Spectranet_NG Oh you have had issues with them or?! I subscribed and after so many mails and text and calls nothing was done! Now my package I meant to end tonight and i have not even used up to 1% of the data I paid for,Twitter for Android,Negative
sprectranet,2020-07-25 18:58:46+00:00,@Spectranet_NG have you fixed up?,Twitter for iPhone,Negative
sprectranet,2020-03-28 09:40:21+00:00,"@Spectranet_NG Una useless oooo . Several calls , mails ... No response, I’ve been talking to machine since 3 days",Twitter for iPhone,Negative
sprectranet,2020-06-21 19:48:41+00:00,Tried downloading this yesterday it was showing me 2days and 12hours. Spectranet your father,Twitter for iPhone,Negative
sprectranet,2020-05-04 18:45:02+00:00,Please suggest a new ISP for me SPECTRANET are bunch of idiaaaat 😭😫😫...,Twitter for iPhone,Negative
sprectranet,2019-01-19 13:13:44,Spectranet is a really shitty network @Spectranet_NG I’m so disappointed,Twitter for iPhone,Negative
sprectranet,2020-03-29 21:43:47+00:00,"@yemi909 @rakspd @Spectranet_NG @AirtelNigeria When I get spare change, i will do just that",Twitter for Android,Neutral
sprectranet,2020-12-18 10:11:06+00:00,"So it has gotten to this point ahn?

@Spectranet_NG just sent me this notification and I am like, na so government sha want frustrate us ehn. https://t.co/VnKcoVlVpK",Twitter for Android,Neutral
sprectranet,2020-03-29 11:38:05+00:00,Spectranet is awful,Twitter for iPhone,Negative
sprectranet,2020-04-04 08:49:34+00:00,@zimmani @JerrieRotimi @Spectranet_NG They’re all the same,Twitter for iPhone,Neutral
sprectranet,2020-05-16 22:50:33+00:00,Na GPRS una dey run me no lie @Spectranet_NG,Twitter for iPhone,Negative
sprectranet,2019-06-02 21:31:30,@Spectranet_NG @SPECTRANETLTE the most useless and stupid network‼️ stupid people... #acemifi is the worst #scam,Twitter for iPhone,Negative
sprectranet,2019-09-09 18:52:16,Man if I ever sub on this @Spectranet_NG again make my sperm turn water. Fucking had it with their incompetence https://t.co/FY0f5IGscl,Twitter for iPhone,Negative
sprectranet,2020-04-03 13:05:42+00:00,@Iam_Olusanya @Omo_West12 @Spectranet_NG I should give you away to what exactly?,Twitter for Android,Neutral
sprectranet,2019-04-24 22:13:51,"@Spectranet_NG I'm really tired of this crippled network lately. 
Fix up!!",Twitter for Android,Negative
tizeti,2020-03-13 00:45:09+00:00,@NejeebBello @isnotpolitics @tizeti Talk oh,Twitter for Android,Neutral
sprectranet,2019-08-30 12:02:09,@DEUXSVELTE Yea that’s where I went to.  Which of the Spectranet do you have?,Twitter for iPhone,Neutral
sprectranet,2019-06-24 10:49:09,All but that plan won't last upto two weeks... But ive been getting positive review about spectranet... Dunno much about them though.,Twitter for Android,Positive
tizeti,2020-02-27 16:50:16+00:00,"After more than 21 minutes of call, @wifisupport1 @tizeti didn't pick my call. Have you guys blacklisted my number? Anyway, as usual, the internet is bad again and unusable. Please help us adjust it like you did the last time. Since it's your delight that we BEG you every time https://t.co/8ibZEc1u7D",Twitter for Android,Negative
sprectranet,2020-04-03 12:59:27+00:00,"@ONIOyewole1 @Spectranet_NG Baba, be like you go gimme some of this ya Oxygen oooo. I need air",Twitter for Android,Neutral
sprectranet,2020-06-26 06:15:47+00:00,@GUE_VARO @DrJoeAbah @iSlimfit @Spectranet_NG Why were you shocked?,Twitter for Android,Neutral
sprectranet,2020-05-16 08:30:48+00:00,"Torh I don’t know. Once I connect my Spectranet to my laptop like this that’s like 2gb gone (within 20 mins), I worked from home through out this week with my hotspot and my data is still much https://t.co/yEbZbGO48g",Twitter for iPhone,Negative
sprectranet,2019-08-06 06:36:36,"@daslimfop @Spectranet_NG I've started exploring other options tbh.

10k monthly in this economy is no joke....I can't be paying that much and not even enjoy what I'm paying for.

Their usefuĺness in the past couple of weeks has been reducing on a daily basis.",Twitter for Android,Negative
sprectranet,2020-05-21 16:18:40+00:00,@ganji118 @officialbambam4 @Spectranet_NG I agree,Twitter for Android,Neutral
sprectranet,2019-07-11 12:06:10,Does your sim card work on phones? @Spectranet_NG,Twitter for Android,Neutral
sprectranet,2020-03-30 13:44:05+00:00,"@DrOlufunmilayo @AirtelNigeria
@9mobileng
@MTNNG
@GloWorld
@ntelcare
@ntelng
@Spectranet_NG
@Cobranetisp
@Mainoneservice
@ipNXTweet
#CutDataPrices
#CutDataPrices
#CutDataPrices
#CutDataPrices
#CutDataPrices
#CutDataPrices
#CutDataPrices
#CutDataPrices
#CutDataPrices",Twitter for Android,Negative
sprectranet,2019-08-30 10:40:47,Spectranet trust me I can assure you don’t try smile 😃 https://t.co/wE8IHGCdxZ,Twitter for iPhone,Positive
sprectranet,2019-08-29 09:42:55,"@Spectranet_NG Good day 
Please I will like to know how strong is your network in Alapere area of Lagos State. Oriola Axis to be precise",Twitter for Android,Neutral
sprectranet,2020-06-02 09:10:46+00:00,Is spectranet doing 100% today?,Twitter for iPhone,Neutral
tizeti,2020-09-23 22:53:02+00:00,"The network reception happens to be very poor in the Onike area of Lagos and a Tizeti representative advised that we apply for a refund via mail . (Series of emails have been sent , but @tizeti haven't done the needful )",Twitter for Android,Negative
sprectranet,2020-06-25 22:16:47+00:00,"@DrJoeAbah @Spectranet_NG I’m currently building a business... several hours of planning and designing on paper... the only thing that is certain is how I will make sure that I do everything I’ve promised my customers. I can’t live with it, I wonder how these companies do it. @Teeniken",Twitter for iPhone,Negative
sprectranet,2020-03-16 05:39:09+00:00,@Spectranet_NG definitely needs to pay for this pain and suffering they've put me through in the past month. I spend an average of 45k every two months for this trash internet.,Twitter for Android,Negative
sprectranet,2020-10-27 09:01:12+00:00,@cchukudebelu @Spectranet_NG Huawei,Twitter for Android,Neutral
tizeti,2020-10-21 20:06:05+00:00,Omo my network no go since morning both airtel and Tizeti can’t even recharge my 9mobile,Twitter for iPhone,Negative
sprectranet,2020-02-26 14:10:32+00:00,@EyitayoFajinmi @Spectranet_NG Very poor coverage in Ikate. Very poor 💔💔💔,Twitter for Android,Negative
sprectranet,2020-03-27 13:43:27+00:00,Spectranet has been terrible https://t.co/lv4SUX5lwP,Twitter for Android,Negative
sprectranet,2019-09-09 19:21:55,"@Spectranet_NG @GlobacomNigeria I have sent you something on the frustrating experience through your seflcare portal after several complaints and a visit to your Bode Thomas office. Pls fix it today and forever...Otherwise, I port",Twitter for Android,Negative
tizeti,2020-06-25 20:31:42+00:00,"@Jideofod @Rikko007 @wifisupport1 @tizeti That’s because they boarded too much customer in March when lockdown was in effect. They didn’t increase capacity, they keep lying about things that are not.",Twitter for iPhone,Negative
sprectranet,2019-05-05 05:26:03,@Spectranet_NG you owe me 10gb,Twitter for iPhone,Neutral
sprectranet,2020-06-26 06:22:48+00:00,"@AtoyebiBamidel2 @dzinkuz @DrJoeAbah @Spectranet_NG @ntelng My brother, if you stay in Lagos invite me to come this weekend. 
I'm telling you what i know, it's capped. 
Even ask their customer care.",Twitter for Android,Neutral
sprectranet,2020-12-07 19:53:56+00:00,Another good day to remind y'all that @Spectranet_NG is trash,Twitter for Android,Negative
tizeti,2019-10-01 13:39:44+00:00,@tizeti my internet is still not working.  You are costing my money. I’ve had to subscribe on my other internet since Saturday and I know how much I have spent. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,Twitter for iPhone,Negative
sprectranet,2020-04-06 14:31:54+00:00,"Anyone in surulere using smile network?
Spectranet has been quite unfortunate",Twitter for iPhone,Negative
tizeti,2020-02-15 08:56:36+00:00,@henreeneo @tizeti @AirtelNigeria Yeah,Twitter for Android,Neutral
sprectranet,2019-12-22 11:19:01,Spectranet has been really shitty lately,Twitter for iPhone,Negative
sprectranet,2020-04-15 15:23:24+00:00,@Spectranet_NG @yinkar_44 But @MaziIbe_ is always complaining and I believe most of what he says.. so wetin go come sup now?,Twitter for Android,Negative
sprectranet,2020-05-22 20:27:28+00:00,@Spectranet_NG bet why? I have paid ... Connect me now,Twitter for Android,Neutral
sprectranet,2020-03-24 21:17:52+00:00,"MTNN @MTNNG  and spectranet if you guys are not going to dash us data atleast come correct on your services.
We can't be wasting money in these glorious times.",Twitter for Android,Negative
sprectranet,2020-12-03 08:30:50+00:00,"@Spectranet_NG 
What kind of service is #Spectranet_NG delivering nowadays? It's been a week since I've had any network service on any of my devices (CPE &amp; Mini) at #Yaba, Onike precisely.
Multiple calls to the Customer Care lines, but just empty promises to look into it. Shame!",Twitter for Android,Negative
sprectranet,2019-07-28 23:13:04,@Bumbabilii Spectranet baby Lool,Twitter for iPhone,Neutral
sprectranet,2020-01-28 13:23:22+00:00,"Customer reps over the phone @Spectranet_NG, usually hv helpful responses, but today, twas like both ladies I spoke with had awful meetings with their boss. It's funny how they end the call with ""thank you for choosing Spectranet"" without even letting me finish🙄 @m_customerfirst",Twitter for Android,Negative
sprectranet,2020-12-21 19:27:35+00:00,@Spectranet_NG what is going on?? Where is my data?,Twitter for Android,Negative
sprectranet,2020-03-31 14:34:09+00:00,"Companies in the same useless category during this quarantine period:
1️⃣ NEPA aka PHCN @phcnnigeria
2️⃣ @Spectranet_NG 

Very useless.",Twitter for iPhone,Negative
sprectranet,2019-01-20 03:13:05,"@NonsoBassey @TheLexash @Spectranet_NG Mine isn’t working at all 😪
Trash network",Twitter for iPhone,Negative
sprectranet,2020-07-03 14:07:44+00:00,Please does anyone know how @Spectranet_NG insurance claim works? The thing be like scam like this oh.,Twitter for iPhone,Neutral
tizeti,2020-04-14 17:54:54+00:00,This internet hasn’t worked all day. @wifisupport1 @tizeti,Twitter for iPhone,Negative
sprectranet,2020-08-06 21:48:30+00:00,This game dey hungry me tonight but Spectranet dey do oriiibu at the moment https://t.co/RyhV9obLbS,Twitter for iPhone,Negative
sprectranet,2020-10-29 15:42:02+00:00,@Spectranet_NG  wetin dey happen gan gan ?  The service since Monday has been SUPER horrible ...,Twitter for Android,Negative
sprectranet,2020-08-29 12:56:32+00:00,@dejokecarew Spectranet?,Twitter for iPhone,Neutral
sprectranet,2020-09-03 17:56:32+00:00,I was not told spectranet network is now shitty ehhh,Twitter for iPhone,Negative
sprectranet,2019-08-16 20:20:22,"Hello 
@Spectranet_NG
 
Please, the network quality has been rather poor in my 2 prominent locations (Papa Ajao and Oregun) in the last 2 months, especially from 3pm

It's getting embarrassing when I have to call that network hasn't let me recieve important emails 🙂",Twitter for Android,Negative
sprectranet,2020-04-04 02:25:55+00:00,@teebouiie @saintLumy @mstifey Spectranet is super horrible since covid 19 started seems their network has the virus 🦠,Twitter for iPhone,Negative
sprectranet,2019-06-25 19:21:47,GLO &amp; Spectranet been shiiiiit for days now.,Twitter for Android,Negative
tizeti,2019-08-03 19:10:32+00:00,@Adejokee_ @tizeti Same here ooo same here no internet in the same time. I’m so upset I swear,Twitter for iPhone,Negative
sprectranet,2019-06-22 21:58:01,Spectranet can misbehave sha when you needed it..,Twitter for Android,Negative
sprectranet,2020-04-02 16:25:43+00:00,"More than15 hours without Social Media. @Spectranet_NG did the most with their shitty network today. Literally haven’t done any efficient work all day. 
Then iPhone reset did its own too, taking me back to January cos of iCloud misbehaviour. 🤦🏽‍♀️

I forgive you all.",Twitter for iPhone,Negative
sprectranet,2020-06-26 14:14:02+00:00,@SavvyRinu I would have recommended spectranet but they are terribly slow of late,Twitter for iPhone,Negative
sprectranet,2020-01-21 18:03:03+00:00,"Spectranet's network has been terrible. 
Every thing is a problem in this country.",Twitter for Android,Negative
sprectranet,2020-07-28 22:17:48+00:00,I have finally been delivered from Spectranet! Thank you lord,Twitter for iPhone,Negative
sprectranet,2019-12-26 05:20:38,Dear @Spectranet_NG what's up with your network?? Been down since last night.,Twitter for Android,Negative
tizeti,2020-02-20 09:14:36+00:00,"@CaxtonJP @SirWolX @tizeti My thoughts exactly. Look me now wey no dey do DSTV, I am solely a Data guy, these UCL nights, i had my Spectranet and Airtel on at the same time. Laptop on Airtel, TV on Spectranet. Omo Airtel just dey stream smooth, Spectranet na wa. It was frustrating.",Twitter for Android,Negative
sprectranet,2019-07-19 12:52:01,"According to Spectranet, if you stay around Awoyaya, Lakowe, Bogije and beyond you are not on Lagos map 🤔🤔🤔",Twitter for iPhone,Neutral
tizeti,2019-05-26 19:32:50+00:00,"Tizeti your network is trash... I can’t open any website, Netflix can’t load on the tv. Phew",Twitter for iPhone,Negative
sprectranet,2019-04-03 23:06:27,@SocratesErasmus @MTNNG Gonna buy spectranet tomorrow! Mtn has made me finish my house rent 😩😩😭,Twitter for iPhone,Positive
sprectranet,2019-01-11 07:59:24,"@Spectranet_NG Account was made active yesterday by the agent in yaba. I could only use it in yaba but no signal when I get home(Ilupeju). My concern is about using it at home which was the reason I made the purchase.
How may you help on that?
",Twitter for Android,Negative
sprectranet,2019-06-28 11:14:25,"Dear 
@Spectranet_NG
 I got this message from you guys
Dear Customer, Data subscribed on your UserID 13980235 has been exhausted. Pls Renew/Upgrade & enjoy continuity of plan benefits.T&C Apply

I have up to 13gig left. Is this the new marketing trend now??",Twitter for Android,Neutral
sprectranet,2019-03-13 13:31:35,@modelina The best! Spectranet 12k5 monthly Tizzeti 9k5,Twitter for iPhone,Positive
sprectranet,2020-07-26 09:45:49+00:00,@Spectranet_NG are you people normal now ?,Twitter for iPhone,Negative
sprectranet,2019-06-05 17:38:49,"@Ayomikun_O_ @yoruba_dev @Spectranet_NG I'm.yet to turn on mine today 
If I do I'd join in defs",Twitter for Android,Neutral
tizeti,2020-04-07 16:51:55+00:00,@tizeti I’m not enjoying this network. Subscribed for 2months so I can work from home but it’s really frustrating,Twitter for iPhone,Negative
sprectranet,2020-07-09 09:40:44+00:00,"MTN , Spectranet you guys need deliverance! 🤦🏽‍♀️",Twitter for Android,Negative
sprectranet,2020-04-03 13:05:20+00:00,@Omo_West12 @Spectranet_NG I don help you tell @Spectranet_NG na,Twitter for Android,Neutral
sprectranet,2020-08-06 21:47:35+00:00,@myaccessbank Hello Please I can't seem to find the Spectranet option on the #AccessMore application.,Twitter for iPhone,Neutral
sprectranet,2019-06-01 15:54:32,Me waiting out Spectranet to offer double data before I subscribe https://t.co/IGRw6Ch8f7,Twitter for Android,Neutral
