ISP_Name,Time,Text,Source
sprectranet,2020-06-26 07:25:15+00:00,@femmybabs @jeffphilips1 @DrJoeAbah @Spectranet_NG @FOBroadband is unlimited and cheapest have seen so far. no data cap or speed throttling but they still have that customer service issue.,Twitter for Android
tizeti,2020-01-23 17:42:00+00:00,"I will find out a suitable replacement to @tizeti very soon and I will tell you people to come take your equipment out of my premises even though I paid for that shit.

Don't worry I will stop complaining very soon.",Twitter for Android
sprectranet,2019-08-21 05:59:04,"@Spectranet_NG Why don’t you check your DM and see series of complaints I’ve made and how utterly useless y’all have been cos nothing has changed. Still the same. 

Oh had to switch to MTN to reply you cos your network cannot even post a tweet. I’m not living in Ogun state o! Shitty service",Twitter for iPhone
tizeti,2019-12-21 16:41:39+00:00,@tizeti Good day I have a complain,Twitter for Android
sprectranet,2020-02-18 09:54:00+00:00,"@Spectranet_NG hello, what happens when I want to replace a faulty modem due to a bad charging point. It really doesn't make sense that I have to pay for a replacement.",Twitter for Android
sprectranet,2019-08-30 10:34:55,Get a WiFi like Spectranet I think that’s better those networks @MTNNG @AirtelNigeria @glo are all scam https://t.co/2wIK5E1vF6,Twitter for iPhone
sprectranet,2020-03-01 11:34:59+00:00,"@Spectranet_NG what else do we do? After 5 days we made payment to your Zenith bank account and evidence of payment supplied with numerous call to your agents, still our 20 user IDs are not activated. Shall we stop making use of you? Other vendors don't give us issues.",Twitter for Android
sprectranet,2019-03-02 18:34:18,"@fozadoza Spectranet is very good oh , aliens 4th roundabout",Twitter for iPhone
sprectranet,2020-05-14 17:32:14+00:00,"@yettyclassy @Remmzor_YBNL Spectranet?
Not very often sha
Where do you stay?",Twitter for iPhone
sprectranet,2019-02-18 11:06:38,@Spectranet_NG I can’t log into my account help pls,Twitter for iPhone
tizeti,2019-03-20 08:52:22+00:00,"@OladimejiOjo_ @youngboss0007 @tizeti Someone told me same back then when I just bought @GloWorld and was enjoying the services, I had to tweet commendation. Guy legit told me don't get use to it. A week after I dump the sim out of frustration. https://t.co/hf8QRLJZuu",Twitter for Android
tizeti,2020-04-10 20:58:39+00:00,@lakeside74ng @tizeti I swear same here,Twitter for iPhone
sprectranet,2020-04-28 19:29:38+00:00,@kelvinmemo @Spectranet_NG I will block you now werey,Twitter for iPhone
sprectranet,2020-01-04 16:31:40+00:00,@anaconda23101 @Spectranet_NG How much is it biko,Twitter for Android
sprectranet,2019-05-18 07:52:49,@Spectranet_NG I have been trying to renew my data but it’s like quickteller site is down since yesterday.,Twitter for iPhone
tizeti,2020-02-27 16:25:15+00:00,"@tizeti Service is horrible so how can you even know what you have utilized. If you’re in Amuwo, Festacdown to Ojo don’t use them. Am regretting it now. Any ideas of a better ISP?",Twitter for iPhone
sprectranet,2020-10-15 11:29:10+00:00,"@Spectranet_NG I have been trying to pay for my data , please what’s happening to your network , please I can’t afford not to be online at this time 
.
.
#EndSWAT #EndSARS",Twitter for iPhone
sprectranet,2020-09-07 16:35:22+00:00,Need to renew my Spectranet because a month of just depending on Airtel mobile data and my internet bills are looking at me like https://t.co/lTieKbTW6B,Twitter for iPhone
tizeti,2019-10-31 10:01:15+00:00,@Aweola7 @tizeti Taking their unreliable service to Ghana,Twitter for Android
sprectranet,2019-01-20 18:40:07,Someone should renew my spectranet sub for me na 😢,Twitter for iPhone
sprectranet,2020-06-22 13:49:19+00:00,"@akintonmide @jayangbayi @lloydatiku @Spectranet_NG @ntelng @MTNNG @Etisalat_Care wants to make someone run mad.

3g be displaying on a 4g phone

Ahaaa, this suffering is too much!",Twitter for Android
sprectranet,2020-04-11 08:24:56+00:00,"@Spectranet_NG your network has been the worst thing about this lockdown. Instead of working to make the network better, you're focusing on how to make us pay. Ordinary to update WhatsApp status takes minutes. Once this lockdown ends, dumping your shitty network will be my goal.",Twitter for Android
sprectranet,2019-04-20 19:12:44,"@Ein_Starn @Spectranet_NG It’s not funny oh,I am pissef",Twitter for iPhone
sprectranet,2019-03-12 09:54:27,"I have being avoiding this but I have to close my eyes and buy a spectranet or smile WiFi.
I can’t be spending this much on data.",Twitter for iPhone
tizeti,2019-07-16 12:45:55+00:00,"@wifisupport1 @tizeti It's up and running now. Thanks. 
Please let the day spent offline be factored into my subscription cycle. Thanks again",Twitter for Android
tizeti,2019-09-05 19:50:22+00:00,Unlimited! #Tizeti #BBNaija https://t.co/hsSwtRnCNF,Twitter for iPhone
sprectranet,2019-11-24 19:02:45,@ApparelbyBOD Awwwwwww that’s true. But how is their plan like? My friend just switched from swift to spectranet,Twitter for iPhone
sprectranet,2020-08-27 14:34:08+00:00,New data plans for Spectranet users. https://t.co/y8lRmoqLQD,Twitter for iPhone
sprectranet,2020-04-25 12:42:24+00:00,@Spectranet_NG pls ffs FIX UP ! how will i have WiFi but still be using data to load my Netflix ! do better !!,Twitter for iPhone
tizeti,2020-05-25 22:42:58+00:00,@dejiawoniyi I don tire @tizeti,Twitter for iPhone
sprectranet,2019-04-20 19:50:25,"Spectranet need to get their acts together before 2am on Monday, plis dear",Twitter for Android
tizeti,2019-01-27 08:41:13+00:00,Tizeti. https://t.co/iSyP03HIiT,Twitter for Android
sprectranet,2019-04-24 09:13:22,"@Spectranet_NG every time I go back to your network, you always give me a thumbs up for playing myself again....Why is your network so terrible???",Twitter for iPhone
tizeti,2019-10-01 07:47:45+00:00,"@tizeti My internet has been down for 4 days now. Stop tweeting and fix my internet. Better still, return my money and come pick up your gadgets 🤦‍♂️🤦‍♂️🤦‍♂️",Twitter for iPhone
sprectranet,2019-05-05 07:40:35,@MTNNG you cannot send me back to my village. I’m back to using @Spectranet_NG 💙,Twitter for iPhone
tizeti,2019-04-08 18:33:18+00:00,@tizeti @netflix Thats not true. Your USA Ip is blocked by Netflix.,Twitter for iPhone
sprectranet,2019-08-24 21:56:10,@ChenaOnuorah Please don't buy SPECTRANET ... I beg you in the name of God!,Twitter for Android
sprectranet,2019-06-16 22:01:27,@JeSuisRaychelle @Spectranet_NG I almost complained about mine,Twitter for Android
sprectranet,2020-09-01 21:08:51+00:00,"@Flakey_Phil @RGAMeyer Both my Airtel and Glo line.

They are both messed up right now!

Using Spectranet WiFi",Twitter for Android
sprectranet,2019-03-01 18:35:20,@ZeusUbani @Spectranet_NG Nope. I didn’t. Hoping spectranet pities me still,Twitter for iPhone
tizeti,2019-03-13 10:26:50+00:00,"@Kevwekofi @chefobubu @LindaEjiofor @edomalo @tizeti @efosaaigbe @aikmamah Is one hour already....Sitrep?

Guns loaded, hands on trigger. Patience level near zero",Twitter for Android
sprectranet,2019-09-22 22:59:21,@maurihnn Spectranet,Twitter for iPhone
sprectranet,2020-03-25 09:50:40+00:00,@DStvNgCare @DStvNg @Spectranet_NG apart from sending us unlimited email and text message regarding #COVIDー19 can you go a step further and give price slash as well ?,Twitter for iPhone
sprectranet,2019-05-18 08:00:29,@Spectranet_NG Payment via quickteller is down since yesterday,Twitter for iPhone
sprectranet,2020-03-24 09:24:49+00:00,"Mtn won’t kill me, I need Spectranet rn",Twitter for iPhone
tizeti,2019-06-07 19:40:00+00:00,@thepamilerin @tizeti @wificallng Fluctuating calls. I could barely make up what the customer care rep was saying when she called.,Twitter for Android
sprectranet,2019-11-23 17:22:40,Only reason I miss spectranet is when I want to watch/download movies online,Twitter for iPhone
sprectranet,2019-01-11 11:17:34,"@Spectranet_NG Hi.
A spectranet engineer called me.
He would come tomorrow Saturday to help out. I would give feedback after his help.
Thanks very much
",Twitter for Android
tizeti,2019-08-31 17:49:21+00:00,Vote for Tacha o... Even if there is no prize for the winner. #BBNaija https://t.co/sTeQK3TB6V,Twitter for Android
tizeti,2020-03-05 15:00:36+00:00,"@tizeti hello Tizeti, how can you be reached? It's been a frustrating experience with you. You have not been replying mails or picking calls, as directed by the WhatsApp number/agent. Your attention is urgently needed",Twitter for Android
sprectranet,2019-03-28 19:13:22,"Please can you help me with the address of any spectranet shop around Oworonshoki or bariga, thank you! https://t.co/MszmXwYQvc",Twitter for iPhone
sprectranet,2020-02-17 08:03:12+00:00,"@Spectranet_NG goodmorning 
For 2 consecutive days now,

My device has not worked.

It displays red most of the time.

Please help!!! https://t.co/zbZXaUoCc7",Twitter for Android
sprectranet,2019-12-27 15:09:08,@ToluTopsy @MTNNG @Spectranet_NG Oshey padi☺️,Twitter for iPhone
sprectranet,2020-04-11 10:35:17+00:00,@Spectranet_NG Abeg go sleep. Your network is rubbish.,Twitter for Android
sprectranet,2019-04-23 15:25:30,@Spectranet_NG your network sucks ass!,Twitter for iPhone
sprectranet,2019-10-28 11:34:06,@NijaActivist @Spectranet_NG But o ni ahun sha 😄🤣🤣,Twitter for iPhone
tizeti,2019-04-17 08:58:50+00:00,"@tizeti 
Been holding on your customer care line for over an hour. 
Telling me that I'm number 1 on the queue for over 40 minutes. Ending my call only for me to call back and get placed on number 5
I expect 24/7 internet because I surely didn't subscribe to a night plan.
Fix up",Twitter for Android
sprectranet,2020-03-18 18:18:58+00:00,"@IyawoThickaBody One time spectranet called, I refused to pick because I didn't have money to subscribe  so I just ignored it like 4 times.
The fifth time, true caller showed Union bank, I picked thinking I have passed interview o only to hear 'your spectranet...😂😂😂
They got me😂",Twitter for Android
sprectranet,2020-04-03 12:58:28+00:00,@femisamsonayo @Spectranet_NG Tell my kids that one,Twitter for Android
sprectranet,2019-01-27 17:46:35,"Truth be told...I enjoyed my Spectranet unlimited plan for a whole month. Yes, its capped too but I didnt run out of the allocated bandwidth and I enjoyed quality service all through👌🙏

Unlike Smile, unlimited plan finishes in 2weeks🤦🏼‍♂️. They chopped my money, bad🤦🏼‍♂️☹️
",Twitter for iPhone
sprectranet,2020-04-24 21:49:38+00:00,I have to wait till 1am to start this download so spectranet won’t send me to my village 😒,Twitter for iPhone
sprectranet,2019-10-28 11:32:52,@NijaActivist @Spectranet_NG Leme send my delivery guy to pick it up 😄🤣🤣and send it back when I’m done,Twitter for iPhone
sprectranet,2020-06-26 07:10:14+00:00,@SkinnyTobi @iChopTweets @onuoha_jessica @DrJoeAbah @Spectranet_NG @tizeti 😂😂 until you can’t use your data to browse,Twitter for iPhone
sprectranet,2020-04-25 10:30:03+00:00,@GbemmyG @Spectranet_NG Show off 😢😢😢,Twitter for iPhone
tizeti,2019-08-16 21:56:39+00:00,"Tizeti...
How fast is this service provider 🤔 🤔",Twitter for iPhone
tizeti,2020-05-29 14:54:53+00:00,"You people don't learn
Continue to use tizeti o

You will learn by force",Twitter for Android
tizeti,2019-02-28 11:30:50+00:00,"@Gr8ight Tbh...I don’t expect any ISP to be worse than Tizeti. So, asides Tizeti, hows their service like ? Plus does it work in Lagos ? And what is their plan like ?",Twitter for iPhone
sprectranet,2020-03-26 16:05:18+00:00,"@AdesojiMinkail @Spectranet_NG Earthlings don't understand this struggle, especially when you get the mail/text at 11pm 😭",Twitter for Android
sprectranet,2019-01-27 09:54:29,What's wrong with Spectranet this morning?,Twitter for Android
sprectranet,2019-05-29 10:25:53,"Only reason I’m going out today is for WiFi to download movies.
I gotta manage this peanut spectranet allocated with plenty money.",Twitter for iPhone
sprectranet,2019-10-28 11:32:17,@NijaActivist @Spectranet_NG Lmaooo 😄🤣😄🤣🤣,Twitter for iPhone
ipnx,2020-11-11 14:30:40,"@fkabudu ipNX has never disgraced me, if they’re available in your area check them out.",Twitter for iPhone
tizeti,2020-05-20 15:25:18+00:00,"@wifisupport1 @adlimnetscents @tizeti @NetflixNaija Tizeti called me to fix my troubles unfortunately, Nigeria happened so I’m stalled. 

Thanks for reaching out, I hope you rectify this soon",Twitter for iPhone
tizeti,2020-03-04 20:04:13+00:00,Tizeti is messing up tonight.. 😠😠😠😠,Twitter for Android
sprectranet,2019-12-04 11:03:34,@reignestt @Spectranet_NG Fam i paid for one month ... This is the third week after several mails and calls I am yet to use it and it is about to expire,Twitter for Android
tizeti,2020-07-06 06:57:51+00:00,"I’ve tried Spectranet, Smile, Swift, Tizeti(🤮). For their flaws, NTel was providing truly unlimited and relatively fast internet, and they are available in Lagos and Abuja. With this FUP thing, I want to have options.",Twitter for iPhone
sprectranet,2020-04-01 18:15:17+00:00,"I have to Continously switch between glo and spectranet.
Netflix takes forever to load movies, its draining. https://t.co/l05AFrdGf9",Twitter for iPhone
sprectranet,2020-08-07 16:50:48+00:00,"Data Traffic if na Glo or Spectranet
Planning Agenda Traffic 
Power Traffic aka NEPA 
Noise Traffic(Unforgiving Neighbours) 
Earpiece Traffic.. 

E plenty gan! https://t.co/JKmywKUH9q",Twitter for Android
sprectranet,2019-12-03 21:04:08,"@Spectranet_NG will soon finish me in this Lagos . 😭 

Please why can’t I check my available night data?",Twitter for iPhone
sprectranet,2019-11-25 17:50:50,Hello @Spectranet_NG do we get 100% data bonus on recharge today?,Twitter for iPhone
sprectranet,2019-02-27 20:39:47,@Omo_IyaBeji @frankdonga_ Spectranet barh?,Twitter for Android
sprectranet,2020-09-10 17:58:22+00:00,"Let’s not even start with Spectranet, ultimate fail 😡",Twitter for iPhone
sprectranet,2019-10-13 12:48:21,"@Tukooldegreat Baba spectranet na scam, the 100gb finishes in 1 week, not as if I use the data to watch porn 😔",Twitter for iPhone
sprectranet,2020-06-25 20:57:20+00:00,"@DrJoeAbah @Spectranet_NG Nigerians generally are not customer friendly, from market women, traders to banks, hospitals. restaurants etc. Once you ask many questions/ demand good service you are seen as troublesome",Twitter for iPhone
tizeti,2020-12-20 22:39:01+00:00,"Went off @wifisupport1 @tizeti for 3 months, my neighbor said it’s now working well, made payment tonight and boom, it’s not working well again.",Twitter for iPhone
sprectranet,2019-05-25 16:42:57,Spectranet has stressed me for the last three days. I think I’ll go back to mobile data for now,Twitter for iPhone
sprectranet,2020-05-13 08:18:40+00:00,@Spectranet_NG if you can't render the service you promised to render why not just close down?. You guys are obvious a fraud.,Twitter for Android
sprectranet,2019-06-23 18:34:16,"@Spectranet_NG Pls, I just recharged and I can’t use my internet kindly rectify",Twitter for iPhone
sprectranet,2020-01-27 06:44:17+00:00,@Spectranet_NG Done,Twitter for iPhone
tizeti,2019-01-18 21:59:29+00:00,Tizeti is really messing up my Netflix session right now. The app wouldn’t even load 😢,Twitter for iPhone
sprectranet,2020-09-22 18:58:03+00:00,"I just got a new spectranet mifi, how can I check my data balance biko? Someone said I have to download the app.",Twitter for iPhone
sprectranet,2019-01-17 16:36:17,This Spectranet is so shit I’m gonna so regret buying. Very shitty service and I thought Smile was worse 🤦🏽‍♂️,Twitter for iPhone
sprectranet,2020-03-27 08:53:15+00:00,@okhaiii_ @AirtelNigeria That's how @Spectranet_NG asked for my user ID. They can't even respond to DM and they're sending me email to resubscribe in 2days. Hehe. @MTNNG data is looking interesting for quarantine.,Twitter for Android
tizeti,2020-07-01 07:55:11+00:00,@ajepintos @tizeti @wifisupport1 Tizeti please behave otherwise. https://t.co/bom7fWlFCC,Twitter for iPhone
sprectranet,2019-05-31 21:46:11,@Clinton_Vice_B @Spectranet_NG see your Life! https://t.co/1mSxaeuPVO,Twitter for Android
sprectranet,2020-08-30 14:53:42+00:00,"So @Spectranet_NG says they are going to deactivate my mifi in 7 days if I don’t subscribe.
I’ve not done so in almost a year specifically because I temporarily moved to an area they don’t have service coverage.
I’m just waiting for them to deactivate it so they can see craze.",Twitter for iPhone
sprectranet,2019-01-23 21:07:45,"Dulled myself with this Spectranet double data this month sha, didn’t subscribe on double data date . Now my sub was supposed to expire today and I had to subscribe without the bonus card 😭😩😩😩😩. I’m not even criennnn.",Twitter for iPhone
sprectranet,2020-06-09 13:01:58+00:00,@alaye148 @Spectranet_NG Update: 24 hours after I made 15k payment. Still no response or data from Spectranet and @kudabank,Twitter for iPhone
sprectranet,2020-09-04 12:15:01+00:00,@basheerusman14 @Spectranet_NG People in Lagos using their internet are complaining it doesn't allow them browse. You want them to come to Kano 🤣,Twitter for Android
sprectranet,2019-11-06 19:22:51,@Spectranet_NG Is there 100% bonus today??,Twitter for iPhone
tizeti,2020-06-07 15:42:45+00:00,Corporate Governance is fundamental to venture success. Glad to see the @tizeti Board rise up to this challenge facing them. @EDC4SME @HildaNkor https://t.co/ku2HdJKyFN https://t.co/BnSvApD6Fs,Twitter for iPhone
sprectranet,2020-08-16 19:12:53+00:00,@Spectranet_NG Thank you,Twitter for iPhone
tizeti,2019-02-07 17:29:28+00:00,@tizeti haba! Have shame na. small shame https://t.co/Lzq4DVrkPU,Twitter for iPhone
sprectranet,2019-11-13 08:54:52,@Morenike_me I have spectranet - you can try it.,Twitter for iPhone
tizeti,2020-08-07 21:29:29+00:00,@cyberomin Lmao... if you use Tizeti ehn...,Twitter for Android
tizeti,2020-05-15 12:29:45+00:00,"@Callmesharon_ @tizeti I really don’t understand anymore, it’s just too much lately. #VeryTerrible",Twitter for iPhone
sprectranet,2020-06-25 22:58:10+00:00,Spectranet is like that ogbanje child.  It is almost midnight but see the speed they are offering 😢 https://t.co/E2kzt15gZF,Twitter for Android
sprectranet,2020-01-11 02:37:43+00:00,@Spectranet_NG what's with your network?? Been down all night in aguda. Please fix asap,Twitter for Android
sprectranet,2020-07-12 12:47:48+00:00,Please is @Spectranet_NG network stable now ??,Twitter for iPhone
sprectranet,2019-09-30 16:25:04,@Spectranet_NG  pls help,Twitter for iPhone
sprectranet,2020-06-26 07:31:06+00:00,@AtoyebiBamidel2 @dzinkuz @DrJoeAbah @Spectranet_NG @ntelng Too far bros. But i can assure you it's capped.,Twitter for Android
sprectranet,2020-10-22 10:32:43+00:00,Spectranet said hold my dispensary https://t.co/gf3svm1wLZ,Twitter for iPhone
tizeti,2020-02-22 15:12:03+00:00,Tizeti has really improved I must say,Twitter for Android
sprectranet,2020-04-13 08:59:15+00:00,@Spectranet_NG what is going on this morning again,Twitter for iPhone
tizeti,2019-03-01 11:21:44+00:00,"@Bolaji___ @tizeti I'd say, wait a week first.

So you don't waste money 😃",Twitter for Android
sprectranet,2020-09-22 19:20:48+00:00,Omo @Spectranet_NG don snow me pepper today...maybe it’s time to go back to Smile o 🤔?,Twitter for iPhone
sprectranet,2020-11-30 13:03:34+00:00,"So i am at a NIMC centre, trying to register for the National ID. A lot of racketeering going on,.... They are saying the process is slow due to poor network (na swift dem dey use), i offered my spectranet that was way faster so that things could get going, lol them air me. https://t.co/0d99tqOb3G",Twitter for Android
sprectranet,2019-07-19 13:25:18,"@Rotimialabi_ Fabric biko, spectranet will still disappoint you, but so will you tailor 
Soooo",Twitter for iPhone
sprectranet,2019-03-28 22:52:09,"Oh boy, 
@Spectranet_NG
 won't make me work.  And please don't tell me about resetting network signal BS, your network is PURE trash @ Aguda Surulere!!!! 😥😥😥😥",Twitter for Android
sprectranet,2020-02-22 15:27:20+00:00,@haleAndcrazy @ImohUmoren 18425 for spectranet,Twitter for Android
tizeti,2019-10-22 18:25:11+00:00,@wifisupport1 @tizeti What exactly do you want me to respond to in this case? https://t.co/ES2d32kDms,Twitter for Android
sprectranet,2019-05-20 11:42:17,@theshalvah Spectranet barh? They're shitty today,Twitter for Android
tizeti,2020-03-30 12:35:25+00:00,"Larry why you go go pay tizeti?
You no see tweets for tl? https://t.co/hPPUKfFMBG",Twitter for Android
tizeti,2019-12-05 09:34:04+00:00,"Another Day, another battle with @tizeti   seriously I don't understand how a company would not be replying emails promptly. You want people to come down to your office to disrupt your day 😏",Twitter for Android
sprectranet,2020-03-26 22:01:46+00:00,"@osirmah Once 

Spectranet",Twitter for iPhone
sprectranet,2020-11-26 21:00:08+00:00,Spectranet do double data abeg naa!,Twitter for Android
sprectranet,2020-03-31 19:03:47+00:00,"@Spectranet_NG abeg can you guys give me back my money, I don’t want your data again. I’m stressed.",Twitter for iPhone
tizeti,2019-08-04 08:34:24+00:00,@tizeti You had to lie about this as well. #StopTheMisinformation,Twitter for Android
tizeti,2020-03-09 07:50:58+00:00,"@bigtt76 @tizeti That's me! 

I signed up for an online Masters course 4th of February, I got their internet 8th of February, and till today I haven't been able to watch a single video lecture. I've dropped out of the course!

After promising 5Mbps, they supplied 11kbps and asked me to renew. https://t.co/h6KtLuFafZ",Twitter for Android
tizeti,2020-09-28 06:04:30+00:00,"@tizeti I did , but then E Shock Me 🤦🏾‍♂️",Twitter for iPhone
sprectranet,2020-04-26 03:09:53+00:00,Rain affecting Spectranet,Twitter for Android
sprectranet,2020-07-17 15:09:59+00:00,"So after spectranet made me miss emails and work delivery. 
Now I can't even connect to game online, Asphalt too don penalise me for being offline for so long. 
I am going to throw hands.",Twitter for Android
tizeti,2020-06-07 15:06:58+00:00,step in the right direction https://t.co/d1ahqX9i09,Twitter for iPhone
sprectranet,2019-02-18 20:19:55,@Spectranet_NG Shambles. https://t.co/uYDxQddPMR,Twitter for Android
sprectranet,2020-03-03 17:42:45+00:00,@Spectranet_NG please activate my account. I’ve paid. It’s urgent!!! 13893863,Twitter for iPhone
tizeti,2020-04-02 13:59:32+00:00,"So my neighbour just threw a tantrum because tizeti guys entered the compound to install my internet.

Talmbout they could be infected. Baba dey wear mask inside house for isolation.

I hate when I have to be rude to people. Legit had to tell him I was going to be rude to him.",Twitter for Android
sprectranet,2019-07-28 11:28:59,@Spectranet_NG 100% bonus offer today? 😉,Twitter for iPhone
sprectranet,2020-04-03 13:00:33+00:00,@communeamos @Spectranet_NG Amos!!!!!!,Twitter for Android
ipnx,2020-11-18 13:03:55,@Olufems Yes. IPNX,Twitter for iPhone
sprectranet,2019-05-09 19:22:28,Lemme do small unpaid advert- Spectranet is best for you https://t.co/p9fFNJa6kN,Twitter for iPhone
sprectranet,2020-10-14 17:17:55+00:00,@Spectranet_NG don’t let me curse you people. Reply my dm and fix the goddamn issue.,Twitter for iPhone
tizeti,2019-10-06 20:53:56+00:00,@iamchrisani @wifisupport1 @boycottfrauds @tizeti I hate their generic response 😡😡😡,Twitter for iPhone
tizeti,2019-10-05 07:57:15+00:00,@tizeti @wifisupport1 this is the 8th day I’ve been without internet. I’ll get someone to bring down the radio and proceed to your office. I’m getting a refund before I leave your office. One way or the other ✌🏽,Twitter for iPhone
sprectranet,2020-06-22 13:47:38+00:00,"@akintonmide @jayangbayi @lloydatiku @Spectranet_NG @ntelng @MTNNG No wherre to hide sef
😔😔😔",Twitter for Android
sprectranet,2020-02-23 21:52:03+00:00,"I need to get Spectranet ASAP.

SMILE has FAILED!
@airtel_care has FAILED
@MTNNG na em WORSE pass.",Twitter for iPhone
sprectranet,2020-10-25 13:19:32+00:00,@Spectranet_NG your network of late ehnnnn! Nah to donate slap give una o,Twitter for iPhone
sprectranet,2019-05-13 19:04:30,"Any IG story, video, picture I didn’t view 7-5pm is oninown till further notice.

Spectranet and Mtn cannot send me back to Abeokuta.",Twitter for iPhone
tizeti,2019-06-29 08:47:18+00:00,"@itueng @tizeti @netflix Bros! They haff tire me! Terrible guys. They know nothing in that customer care. You will call and they will say ‘Escalate’ and that is it. You have to call again and send mails and call before anything is done. Once your subscription expire like this, ah! Herculean to renew!",Twitter for iPhone
tizeti,2020-06-07 17:32:53+00:00,Big one! 👏 https://t.co/h1PhTfDE0C,Twitter for Android
tizeti,2020-04-19 10:14:37+00:00,"@just_anjie @tizeti @wifisupport1 I have gotten tired of complaining, the only reason i still use it is because i am not ready to invest in another device.",Twitter for Android
sprectranet,2020-05-01 16:24:09+00:00,@Tobibanks Na me and Spectranet o,Twitter for iPhone
sprectranet,2020-03-28 06:58:46+00:00,@Spectranet_NG Tweeting like you’re giving us good internet service.,Twitter for iPhone
sprectranet,2019-08-09 11:19:07,@Spectranet_NG Payment made via Zenith Transfer for Customer ID 16300894 and 17572001,Twitter for Android
sprectranet,2019-05-17 06:53:06,"Why my spectranet network always good midnights and start acting up when it’s early in the morning, like you enjoy fast network 11pm-6am , you see anything aside that,Na struggle 😒😒😒",Twitter for iPhone
tizeti,2019-10-17 22:07:31+00:00,"Tizeti has been awful.

I need to tell Bro Shaggy something",Twitter for Android
sprectranet,2020-02-11 17:45:16+00:00,@BolanleOdu Ehn na spectranet you still dey use stream am,Twitter for iPhone
tizeti,2020-04-30 08:55:40+00:00,Tizeti is silly again. 😂😂,Twitter for iPhone
sprectranet,2019-12-06 18:33:02,"@Spectranet_NG I can’t Dm you , I’ve issues with my device",Twitter for iPhone
tizeti,2020-09-27 09:15:22+00:00,@wifisupport1 @tizeti Man you guys stress my life. EVERYTIME,Twitter for iPhone
sprectranet,2019-05-30 19:09:31,Spectranet keep frustrating me but they give me too much data and I forget they are really very shitty,Twitter for iPhone
sprectranet,2020-04-18 23:17:13+00:00,Am die if no spectranet double data tomorrow,Twitter for Android
sprectranet,2019-07-28 19:58:58,"I’m not sure. But my former spectranet device if I pay 3000 naira, they give me about 15gig https://t.co/jNBVS93B6g",Twitter for iPhone
sprectranet,2020-04-07 00:44:31+00:00,Spectranet is shit yooo... Download speed is at less than 2mb/Sec,Twitter for iPhone
sprectranet,2020-04-19 15:49:28+00:00,I have offended spectranet.,Twitter for iPhone
sprectranet,2020-11-16 16:17:46+00:00,@aunty_neme If he misses ur spectranet device he misses your presence too😶,Twitter for iPhone
sprectranet,2020-11-08 22:31:38+00:00,@Spectranet_NG why is it that you don't have network coverage in Bogije? Ibeju-Lekki.,Twitter for Android
tizeti,2020-03-31 20:45:00+00:00,@am_mecurial @tizeti 😂😂😂,Twitter for Android
tizeti,2020-09-23 22:55:46+00:00,"Kindly do the needful , follow up on our request for a refund please . @tizeti",Twitter for Android
sprectranet,2020-12-28 13:48:59+00:00,Why does Spectranet need my NIN?,Twitter for iPhone
sprectranet,2020-01-24 09:01:51+00:00,My spectranet is expiring in 2 days and I have 10 gig left,Twitter for iPhone
sprectranet,2020-09-10 09:50:39+00:00,@Spectranet_NG you people are mad.,Twitter for iPhone
sprectranet,2019-09-05 12:14:03,@Spectranet_NG https://t.co/0LbVfk6RNE,Twitter for Android
ipnx,2020-03-22 13:35:27,"Happy Mother's Day to Us all! 

#get #connected to ipNX FOS (Fibre Optic Service) for the #best #internet… https://t.co/WaJauHGCpa",Instagram
sprectranet,2020-08-19 15:14:30+00:00,"@FBN_help Hello FBN, I made a Bill Payment for Spectranet Ltd (Internet Subscription N18,525) on 18/08/2020 Time: 13:33pm. Merchants hasn’t received payment and asked to contact my Bank. @cenbank @cenbank @FirstBankngr",Twitter for iPhone
tizeti,2020-09-04 08:22:00+00:00,5 days of no internet @tizeti @wifisupport1  and our subscription is still running. I wonder how you guys sleep at night,Twitter for iPhone
tizeti,2019-08-04 19:52:36+00:00,@wifisupport1 @tizeti I haven't had internet all weekend.,Twitter for Android
sprectranet,2020-04-03 12:58:05+00:00,@yemiTM442 @Spectranet_NG You no go do #giveaway for us ni?,Twitter for Android
sprectranet,2020-06-12 12:44:32+00:00,Is today double data @Spectranet_NG,Twitter for Android
tizeti,2019-11-04 20:31:57+00:00,You cannot browse after payment. That is extortion to me. And when someone tries to chat with your web customer service I got no response. To call your customer service is just music to the ears. Tizeti ole.,Twitter for iPhone
sprectranet,2019-08-15 07:43:50,"Dear,  @Quickteller you need to stop this unfortunate attitude. Today makes it 10 days since I N7,000 via your platform for my  @Spectranet_NG data but up till this moment, the money hasn't been remitted even though 
@accessbank_help has confirmed the payment to your platform.",Twitter for iPhone
tizeti,2019-11-04 20:24:30+00:00,@tizeti I have issues with you people. You are quick to take peoples money and you render no services. Many times I have subscribed to your network and u just chop my money. Tizeti ole.,Twitter for iPhone
sprectranet,2020-04-25 00:19:30+00:00,"@LordOreos_ 😭😭😭🤣🤣🤣🤣

Reminds me of the time Spectranet showed me 40kbps. I gave up",Twitter for iPhone
sprectranet,2020-08-22 19:50:18+00:00,Changed it for Spectranet tonight.,Twitter for iPhone
tizeti,2019-12-13 15:12:01+00:00,"@tizeti and downtime in the past few weeks

Cc: @tIZETI_ https://t.co/b3z6293Cln",Twitter for Android
