ISP_Name,Time,Text,Source,sentiment,label
sprectranet,2020-03-26 08:29:23+00:00,kusssman theonlyayo mtnng glonig 9mobileng ntelng airtelnigeria spectranetng dont mind thenthey just like to make life hard useless network provider,Twitter for iPhone,Negative,0
tizeti,2020-09-23 22:40:03+00:00,oloko oluwatoyin made a payment of 112000 naira on the 5th of september 2020 in respect of installation and 6 months subscription of the tizeti network,Twitter for Android,Neutral,1
sprectranet,2020-05-27 11:42:00+00:00,ngozinkechinwe okay but you do realize said sp is also affecting ifes business too do a search of spectranet and see what the results will churn out everyone is complaining which means theyre not getting their act right and most brands in nigeria only perform when called out,Twitter for iPhone,Negative,0
tizeti,2020-09-27 07:40:52+00:00,tizeti you guys are criminals big time ones,Twitter for iPhone,Negative,0
sprectranet,2020-05-13 22:35:19+00:00,officialbambam4 spectranetng they can never change best thing is to dump them,Twitter for Android,Negative,0
tizeti,2020-02-15 07:36:34+00:00,tizeti your customers are beginning to speak up you must listen i was forced to get airtelnigeria wifi hotspot your service is bad now your customers want you to win so do the needful,Twitter for Android,Negative,0
sprectranet,2019-01-14 11:43:00,hi a spectranet engineer came to my apartment on sat with his laptop and device he confirmed bad signal and gave me a report do you have an office in ozone yaba i could go there today with the report thanks,Twitter for Android,Neutral,1
sprectranet,2020-07-22 09:57:34+00:00,now because i stopped renewing my internet on spectranet theyre on my neck calling me up and down trying to see how they can fix my internet issues what sort of carelessness and cluelessness is this been a loyal customer for more than 2 years you people frustrated me out,Twitter for Android,Negative,0
tizeti,2019-12-14 08:30:59+00:00,chrisnwasike tizeti yes o,Twitter for Android,Neutral,1
tizeti,2020-07-07 20:55:44+00:00,olamiday wifisupport1 tizeti is useless ,Twitter for iPhone,Negative,0
sprectranet,2019-04-20 16:54:09,spectranetng fiberone and smile just got hacked,Twitter for Android,Neutral,1
sprectranet,2020-03-14 22:00:08+00:00,rukxy spectranetng na soakaway ,Twitter for Android,Neutral,1
tizeti,2020-06-05 10:57:57+00:00,god i hate tizeti you will be having a class and the network will just go offaarghh,Twitter for Android,Negative,0
sprectranet,2019-04-29 13:18:39,i was using mobile data the data on my spectranet has finished can only do whatsapp with it,Twitter for iPhone,Neutral,1
sprectranet,2019-10-20 11:41:54,spectranet will ruin me ,Twitter for iPhone,Negative,0
tizeti,2019-07-30 17:03:00+00:00,yacim986 wifisupport1 maduvictor cozzbie tizeti still take it easy sir yacim986,Twitter for Android,Neutral,1
sprectranet,2020-05-22 08:31:23+00:00,na this yeye network spectranet won make i renew una go dey there,Twitter for iPhone,Negative,0
sprectranet,2020-07-24 15:56:57+00:00,petenwabuoku spectranetng so so long bro,Twitter for Android,Neutral,1
sprectranet,2020-08-02 12:15:16+00:00,spectranetng why is it always impossible to upload files using spectranet even if the file is 30mb itd never upload successfully why,Twitter for Android,Negative,0
sprectranet,2020-11-29 16:35:04+00:00,between swift and spectranet which is more reliable and fast for someone that stays in festac,Twitter for Android,Neutral,1
sprectranet,2019-01-04 16:58:01,auntyles i use my spectranet in ph oh find out,Twitter for iPhone,Neutral,1
sprectranet,2020-04-20 16:52:03+00:00,spectranet and mtn moving mad ,Twitter for iPhone,Negative,0
sprectranet,2019-04-20 20:10:12,jon3ro spectranet is actually more expensive and have a shitty service,Twitter for iPhone,Negative,0
sprectranet,2019-07-17 19:02:16,spectranetng are you guys on leave today,Twitter for iPhone,Neutral,1
sprectranet,2020-06-26 06:23:19+00:00,shashupenz atoyebibamidel2 dzinkuz drjoeabah spectranetng ntelng help me tell him,Twitter for Android,Neutral,1
tizeti,2020-06-24 10:47:41+00:00,dear tizeti wifisupport1 this is 1140am no calls no email as per your schedule appointment see if i dont see anybody at my house to rectify this current mess i will drag your company across all social media platforms including linkedin offline too,Twitter for Android,Negative,0
sprectranet,2020-09-23 10:16:32+00:00,spectranet ,Twitter for iPhone,Negative,0
sprectranet,2020-05-22 08:42:29+00:00,confyscenty officialbambam4 spectranetng  bro no kill me abeg,Twitter for Android,Neutral,1
sprectranet,2020-07-05 20:03:48+00:00,myaccessbank hi please made a deposit into my sisters spectranetng account via the accessmore app got an error and was debited but yet to see the money in the spectranet account,Twitter for iPhone,Neutral,1
tizeti,2019-02-26 20:03:45+00:00,is tizeti any food in yaba,Twitter for iPhone,Neutral,1
tizeti,2019-11-28 14:30:33+00:00,skyjfk ntelng tizeti very serious ooo,Twitter for iPhone,Neutral,1
sprectranet,2019-06-05 09:12:35,spectranetng pls are you ppl still doing promo for new subscribers,Twitter for iPhone,Neutral,1
sprectranet,2020-05-19 09:55:28+00:00,spectranetng you have the worse customer service ever cc consumersncc,Twitter for Android,Negative,0
sprectranet,2020-04-28 22:36:46+00:00,specy spectranetng warris all dis na la ta aro,Twitter for Android,Negative,0
sprectranet,2019-05-09 12:40:37,spectranetng please whats the issue with your service around marina arealagos i havent been able to use my mifi all day this is freaking tiring,Twitter for Android,Negative,0
sprectranet,2019-08-30 11:55:29,thejidelagos did my spectranet sometimes ago maybe na the wrong person ask of bode that repairs iphone should be able to link you,Twitter for iPhone,Neutral,1
sprectranet,2020-03-26 13:32:54+00:00,spectranetng why have you guys decided to frustrate me today just why i cant even open a webpage like your network is just crap gets worse every breathing moment im tired of calling and receiving the same set of instructions that never works can you fix up,Twitter for Android,Negative,0
sprectranet,2019-12-13 10:43:45,hello spectranetng your network for over a week in surulere has been extremely crappy what exactly is going on i mean i cant do things at a fast rate and its stressing me out can you rectify it as soon as possible thanks,Twitter for iPhone,Negative,0
sprectranet,2020-07-22 12:22:27+00:00,comfyzy spectranetng i really dont know why ncc hasnt investigated them but then again this is nigeria,Twitter for Android,Negative,0
sprectranet,2020-03-29 19:18:56+00:00,ikejaelectric dey do their own since morning no light now spectranetng wan join with poor internet service na wa ooo,Twitter for Android,Negative,0
sprectranet,2020-12-22 11:09:28+00:00,spectranetng ngcomcommission sent kindly respond to your dm,Twitter for Android,Neutral,1
tizeti,2020-04-06 09:57:01+00:00,skenky2g1 wifisupport1 tizeti aydtweets ololadeolaniyi am sorry bro we rock same boat wifisupport1 tizeti skenky2g1 concerns are on the increase like a pandemic you need to flatten the curve,Twitter for Android,Negative,0
sprectranet,2020-12-26 22:09:46+00:00,spectranetng your nin portal isnt working o button changes to submitting and changes back to submit after 10minsno successfailure message,Twitter for iPhone,Negative,0
sprectranet,2020-06-03 14:31:34+00:00,obagomez1 drjoeabah spectranetng my data is now exhausted they will start calling for me to renew smh,Twitter for iPhone,Neutral,1
sprectranet,2020-06-17 12:22:45+00:00,maroq i promise to charge my phone and pray spectranetng gives me the best network at that time ,Twitter for iPhone,Neutral,1
tizeti,2020-05-02 22:12:41+00:00,tizeti have taken their internet lemme go an take a nap,Twitter for Android,Neutral,1
sprectranet,2020-11-05 17:08:17+00:00,khaleedng mbuhari jidesanwoolu my spectranet device acct abeg,Twitter for Android,Neutral,1
sprectranet,2020-10-14 11:16:34+00:00,spectranetng i havent been able use the internet all morning and your customer care line isnt going through i have office work to do whats happening,Twitter for iPhone,Negative,0
sprectranet,2020-03-31 14:57:53+00:00,9mobileng spectranetng life shouldnt be this hard ,Twitter for Android,Negative,0
sprectranet,2020-04-07 11:27:36+00:00,wuraolakayode spectranetng ha subscribing to spectranet now is like throwing money inside the ocean,Twitter for iPhone,Negative,0
sprectranet,2019-09-12 20:11:14,shame on you spectranet,Twitter for iPhone,Negative,0
tizeti,2019-03-11 11:17:58+00:00,dear wifisupport1 i just spoke with an agent of yours who says tizeti doesnt make refunds for your teleport service that didnt work on same day the service was activated i had immediately sent a mail to support complaining that it doesnt work i got no response,Twitter for Android,Negative,0
sprectranet,2019-08-14 18:05:23,oniosuntemidayo sparklynshy spectranetng spectranetltd i concur they are very useless i threw threw useless white mifi away since,Twitter for Android,Negative,0
tizeti,2019-03-13 16:30:57+00:00,kevwekofi efosaaigbe aikmamah edomalo chefobubu lindaejiofor tizeti denikeoyetunde i tell ya,Twitter for Android,Neutral,1
sprectranet,2020-05-15 13:10:47+00:00,spectranetng your network has been trashy for the past 23 days now fix it,Twitter for Android,Negative,0
tizeti,2020-05-29 19:13:22+00:00,the whole of tizeti really needs to be  one week straight with trash network ,Twitter for Android,Negative,0
sprectranet,2020-11-01 19:00:27+00:00,spectranet stressing me all weekend no wa tired mehn,Twitter for Android,Negative,0
sprectranet,2020-04-03 22:07:02+00:00,davidiadeleke swiftnetworksng same with spectranetng theyve all been terrible this period,Twitter for Android,Negative,0
sprectranet,2020-08-19 13:54:43+00:00,firstbankngr hello fbn i made a bill payment for spectranet ltd internet subscription n18525 on 18082020 time 1333pm merchants hasnt received payment and asked to contact my bank please refer to dm for details of ref number thanks,Twitter for iPhone,Neutral,1
sprectranet,2020-07-29 12:57:19+00:00,if i didnt have money to buy data now its understandable which one is someone will buy data and you wont be able to use it aye le spectranet  ,Twitter for iPhone,Negative,0
sprectranet,2019-04-10 11:11:15,this spectranet is super annoying,Twitter for iPhone,Negative,0
tizeti,2020-03-30 22:58:25+00:00,they are all trash i have swift that is slower than a tortoise and tizeti that is non existent almost 2 hours to download a 65mb file,Twitter for Android,Negative,0
sprectranet,2019-12-04 10:29:09,philznnona spectranetng oh you have had issues with them or i subscribed and after so many mails and text and calls nothing was done now my package i meant to end tonight and i have not even used up to 1 of the data i paid for,Twitter for Android,Negative,0
sprectranet,2020-07-25 18:58:46+00:00,spectranetng have you fixed up,Twitter for iPhone,Negative,0
sprectranet,2020-03-28 09:40:21+00:00,spectranetng una useless oooo several calls mails no response ive been talking to machine since 3 days,Twitter for iPhone,Negative,0
sprectranet,2020-06-21 19:48:41+00:00,tried downloading this yesterday it was showing me 2days and 12hours spectranet your father,Twitter for iPhone,Negative,0
sprectranet,2020-05-04 18:45:02+00:00,please suggest a new isp for me spectranet are bunch of idiaaaat ,Twitter for iPhone,Negative,0
sprectranet,2019-01-19 13:13:44,spectranet is a really shitty network spectranetng im so disappointed,Twitter for iPhone,Negative,0
sprectranet,2020-03-29 21:43:47+00:00,yemi909 rakspd spectranetng airtelnigeria when i get spare change i will do just that,Twitter for Android,Neutral,1
sprectranet,2020-12-18 10:11:06+00:00,so it has gotten to this point ahn spectranetng just sent me this notification and i am like na so government sha want frustrate us ehn,Twitter for Android,Neutral,1
sprectranet,2020-03-29 11:38:05+00:00,spectranet is awful,Twitter for iPhone,Negative,0
sprectranet,2020-04-04 08:49:34+00:00,zimmani jerrierotimi spectranetng theyre all the same,Twitter for iPhone,Neutral,1
sprectranet,2020-05-16 22:50:33+00:00,na gprs una dey run me no lie spectranetng,Twitter for iPhone,Negative,0
sprectranet,2019-06-02 21:31:30,spectranetng spectranetlte the most useless and stupid network️ stupid people acemifi is the worst scam,Twitter for iPhone,Negative,0
sprectranet,2019-09-09 18:52:16,man if i ever sub on this spectranetng again make my sperm turn water fucking had it with their incompetence,Twitter for iPhone,Negative,0
sprectranet,2020-04-03 13:05:42+00:00,iamolusanya omowest12 spectranetng i should give you away to what exactly,Twitter for Android,Neutral,1
sprectranet,2019-04-24 22:13:51,spectranetng im really tired of this crippled network lately fix up,Twitter for Android,Negative,0
tizeti,2020-03-13 00:45:09+00:00,nejeebbello isnotpolitics tizeti talk oh,Twitter for Android,Neutral,1
sprectranet,2019-08-30 12:02:09,deuxsvelte yea thats where i went to which of the spectranet do you have,Twitter for iPhone,Neutral,1
sprectranet,2019-06-24 10:49:09,all but that plan wont last upto two weeks but ive been getting positive review about spectranet dunno much about them though,Twitter for Android,Positive,2
tizeti,2020-02-27 16:50:16+00:00,after more than 21 minutes of call wifisupport1 tizeti didnt pick my call have you guys blacklisted my number anyway as usual the internet is bad again and unusable please help us adjust it like you did the last time since its your delight that we beg you every time,Twitter for Android,Negative,0
sprectranet,2020-04-03 12:59:27+00:00,onioyewole1 spectranetng baba be like you go gimme some of this ya oxygen oooo i need air,Twitter for Android,Neutral,1
sprectranet,2020-06-26 06:15:47+00:00,guevaro drjoeabah islimfit spectranetng why were you shocked,Twitter for Android,Neutral,1
sprectranet,2020-05-16 08:30:48+00:00,torh i dont know once i connect my spectranet to my laptop like this thats like 2gb gone within 20 mins i worked from home through out this week with my hotspot and my data is still much,Twitter for iPhone,Negative,0
sprectranet,2019-08-06 06:36:36,daslimfop spectranetng ive started exploring other options tbh 10k monthly in this economy is no jokei cant be paying that much and not even enjoy what im paying for their usefulness in the past couple of weeks has been reducing on a daily basis,Twitter for Android,Negative,0
sprectranet,2020-05-21 16:18:40+00:00,ganji118 officialbambam4 spectranetng i agree,Twitter for Android,Neutral,1
sprectranet,2019-07-11 12:06:10,does your sim card work on phones spectranetng,Twitter for Android,Neutral,1
sprectranet,2020-03-30 13:44:05+00:00,drolufunmilayo airtelnigeria 9mobileng mtnng gloworld ntelcare ntelng spectranetng cobranetisp mainoneservice ipnxtweet cutdataprices cutdataprices cutdataprices cutdataprices cutdataprices cutdataprices cutdataprices cutdataprices cutdataprices,Twitter for Android,Negative,0
sprectranet,2019-08-30 10:40:47,spectranet trust me i can assure you dont try smile ,Twitter for iPhone,Positive,2
sprectranet,2019-08-29 09:42:55,spectranetng good day please i will like to know how strong is your network in alapere area of lagos state oriola axis to be precise,Twitter for Android,Neutral,1
sprectranet,2020-06-02 09:10:46+00:00,is spectranet doing 100 today,Twitter for iPhone,Neutral,1
tizeti,2020-09-23 22:53:02+00:00,the network reception happens to be very poor in the onike area of lagos and a tizeti representative advised that we apply for a refund via mail series of emails have been sent but tizeti havent done the needful,Twitter for Android,Negative,0
sprectranet,2020-06-25 22:16:47+00:00,drjoeabah spectranetng im currently building a business several hours of planning and designing on paper the only thing that is certain is how i will make sure that i do everything ive promised my customers i cant live with it i wonder how these companies do it teeniken,Twitter for iPhone,Negative,0
sprectranet,2020-03-16 05:39:09+00:00,spectranetng definitely needs to pay for this pain and suffering theyve put me through in the past month i spend an average of 45k every two months for this trash internet,Twitter for Android,Negative,0
sprectranet,2020-10-27 09:01:12+00:00,cchukudebelu spectranetng huawei,Twitter for Android,Neutral,1
tizeti,2020-10-21 20:06:05+00:00,omo my network no go since morning both airtel and tizeti cant even recharge my 9mobile,Twitter for iPhone,Negative,0
sprectranet,2020-02-26 14:10:32+00:00,eyitayofajinmi spectranetng very poor coverage in ikate very poor ,Twitter for Android,Negative,0
sprectranet,2020-03-27 13:43:27+00:00,spectranet has been terrible,Twitter for Android,Negative,0
sprectranet,2019-09-09 19:21:55,spectranetng globacomnigeria i have sent you something on the frustrating experience through your seflcare portal after several complaints and a visit to your bode thomas office pls fix it today and foreverotherwise i port,Twitter for Android,Negative,0
tizeti,2020-06-25 20:31:42+00:00,jideofod rikko007 wifisupport1 tizeti thats because they boarded too much customer in march when lockdown was in effect they didnt increase capacity they keep lying about things that are not,Twitter for iPhone,Negative,0
sprectranet,2019-05-05 05:26:03,spectranetng you owe me 10gb,Twitter for iPhone,Neutral,1
sprectranet,2020-06-26 06:22:48+00:00,atoyebibamidel2 dzinkuz drjoeabah spectranetng ntelng my brother if you stay in lagos invite me to come this weekend im telling you what i know its capped even ask their customer care,Twitter for Android,Neutral,1
sprectranet,2020-12-07 19:53:56+00:00,another good day to remind yall that spectranetng is trash,Twitter for Android,Negative,0
tizeti,2019-10-01 13:39:44+00:00,tizeti my internet is still not working you are costing my money ive had to subscribe on my other internet since saturday and i know how much i have spent ,Twitter for iPhone,Negative,0
sprectranet,2020-04-06 14:31:54+00:00,anyone in surulere using smile network spectranet has been quite unfortunate,Twitter for iPhone,Negative,0
tizeti,2020-02-15 08:56:36+00:00,henreeneo tizeti airtelnigeria yeah,Twitter for Android,Neutral,1
sprectranet,2019-12-22 11:19:01,spectranet has been really shitty lately,Twitter for iPhone,Negative,0
sprectranet,2020-04-15 15:23:24+00:00,spectranetng yinkar44 but maziibe is always complaining and i believe most of what he says so wetin go come sup now,Twitter for Android,Negative,0
sprectranet,2020-05-22 20:27:28+00:00,spectranetng bet why i have paid connect me now,Twitter for Android,Neutral,1
sprectranet,2020-03-24 21:17:52+00:00,mtnn mtnng and spectranet if you guys are not going to dash us data atleast come correct on your services we cant be wasting money in these glorious times,Twitter for Android,Negative,0
sprectranet,2020-12-03 08:30:50+00:00,spectranetng what kind of service is spectranetng delivering nowadays its been a week since ive had any network service on any of my devices cpe mini at yaba onike precisely multiple calls to the customer care lines but just empty promises to look into it shame,Twitter for Android,Negative,0
sprectranet,2019-07-28 23:13:04,bumbabilii spectranet baby lool,Twitter for iPhone,Neutral,1
sprectranet,2020-01-28 13:23:22+00:00,customer reps over the phone spectranetng usually hv helpful responses but today twas like both ladies i spoke with had awful meetings with their boss its funny how they end the call with thank you for choosing spectranet without even letting me finish mcustomerfirst,Twitter for Android,Negative,0
sprectranet,2020-12-21 19:27:35+00:00,spectranetng what is going on where is my data,Twitter for Android,Negative,0
sprectranet,2020-03-31 14:34:09+00:00,companies in the same useless category during this quarantine period  nepa aka phcn phcnnigeria  spectranetng very useless,Twitter for iPhone,Negative,0
sprectranet,2019-01-20 03:13:05,nonsobassey thelexash spectranetng mine isnt working at all  trash network,Twitter for iPhone,Negative,0
sprectranet,2020-07-03 14:07:44+00:00,please does anyone know how spectranetng insurance claim works the thing be like scam like this oh,Twitter for iPhone,Neutral,1
tizeti,2020-04-14 17:54:54+00:00,this internet hasnt worked all day wifisupport1 tizeti,Twitter for iPhone,Negative,0
sprectranet,2020-08-06 21:48:30+00:00,this game dey hungry me tonight but spectranet dey do oriiibu at the moment,Twitter for iPhone,Negative,0
sprectranet,2020-10-29 15:42:02+00:00,spectranetng wetin dey happen gan gan the service since monday has been super horrible,Twitter for Android,Negative,0
sprectranet,2020-08-29 12:56:32+00:00,dejokecarew spectranet,Twitter for iPhone,Neutral,1
sprectranet,2020-09-03 17:56:32+00:00,i was not told spectranet network is now shitty ehhh,Twitter for iPhone,Negative,0
sprectranet,2019-08-16 20:20:22,hello spectranetng please the network quality has been rather poor in my 2 prominent locations papa ajao and oregun in the last 2 months especially from 3pm its getting embarrassing when i have to call that network hasnt let me recieve important emails ,Twitter for Android,Negative,0
sprectranet,2020-04-04 02:25:55+00:00,teebouiie saintlumy mstifey spectranet is super horrible since covid 19 started seems their network has the virus ,Twitter for iPhone,Negative,0
sprectranet,2019-06-25 19:21:47,glo spectranet been shiiiiit for days now,Twitter for Android,Negative,0
tizeti,2019-08-03 19:10:32+00:00,adejokee tizeti same here ooo same here no internet in the same time im so upset i swear,Twitter for iPhone,Negative,0
sprectranet,2019-06-22 21:58:01,spectranet can misbehave sha when you needed it,Twitter for Android,Negative,0
sprectranet,2020-04-02 16:25:43+00:00,more than15 hours without social media spectranetng did the most with their shitty network today literally havent done any efficient work all day then iphone reset did its own too taking me back to january cos of icloud misbehaviour  i forgive you all,Twitter for iPhone,Negative,0
sprectranet,2020-06-26 14:14:02+00:00,savvyrinu i would have recommended spectranet but they are terribly slow of late,Twitter for iPhone,Negative,0
sprectranet,2020-01-21 18:03:03+00:00,spectranets network has been terrible every thing is a problem in this country,Twitter for Android,Negative,0
sprectranet,2020-07-28 22:17:48+00:00,i have finally been delivered from spectranet thank you lord,Twitter for iPhone,Negative,0
sprectranet,2019-12-26 05:20:38,dear spectranetng whats up with your network been down since last night,Twitter for Android,Negative,0
tizeti,2020-02-20 09:14:36+00:00,caxtonjp sirwolx tizeti my thoughts exactly look me now wey no dey do dstv i am solely a data guy these ucl nights i had my spectranet and airtel on at the same time laptop on airtel tv on spectranet omo airtel just dey stream smooth spectranet na wa it was frustrating,Twitter for Android,Negative,0
sprectranet,2019-07-19 12:52:01,according to spectranet if you stay around awoyaya lakowe bogije and beyond you are not on lagos map ,Twitter for iPhone,Neutral,1
tizeti,2019-05-26 19:32:50+00:00,tizeti your network is trash i cant open any website netflix cant load on the tv phew,Twitter for iPhone,Negative,0
sprectranet,2019-04-03 23:06:27,socrateserasmus mtnng gonna buy spectranet tomorrow mtn has made me finish my house rent ,Twitter for iPhone,Positive,2
sprectranet,2019-01-11 07:59:24,spectranetng account was made active yesterday by the agent in yaba i could only use it in yaba but no signal when i get homeilupeju my concern is about using it at home which was the reason i made the purchase how may you help on that,Twitter for Android,Negative,0
sprectranet,2019-06-28 11:14:25,dear spectranetng i got this message from you guys dear customer data subscribed on your userid has been exhausted pls renewupgrade enjoy continuity of plan benefitstc apply i have up to 13gig left is this the new marketing trend now,Twitter for Android,Neutral,1
sprectranet,2019-03-13 13:31:35,modelina the best spectranet 12k5 monthly tizzeti 9k5,Twitter for iPhone,Positive,2
sprectranet,2020-07-26 09:45:49+00:00,spectranetng are you people normal now,Twitter for iPhone,Negative,0
sprectranet,2019-06-05 17:38:49,ayomikuno yorubadev spectranetng imyet to turn on mine today if i do id join in defs,Twitter for Android,Neutral,1
tizeti,2020-04-07 16:51:55+00:00,tizeti im not enjoying this network subscribed for 2months so i can work from home but its really frustrating,Twitter for iPhone,Negative,0
sprectranet,2020-07-09 09:40:44+00:00,mtn spectranet you guys need deliverance ,Twitter for Android,Negative,0
sprectranet,2020-04-03 13:05:20+00:00,omowest12 spectranetng i don help you tell spectranetng na,Twitter for Android,Neutral,1
sprectranet,2020-08-06 21:47:35+00:00,myaccessbank hello please i cant seem to find the spectranet option on the accessmore application,Twitter for iPhone,Neutral,1
sprectranet,2019-06-01 15:54:32,me waiting out spectranet to offer double data before i subscribe,Twitter for Android,Neutral,1
tizeti,2020-06-25 20:29:28+00:00,dynmsy wifisupport1 tizeti fccpcnigeria this is their new style they used to be good with emails now they are pathetic my subscription expires today the last of my money theyll have,Twitter for iPhone,Negative,0
tizeti,2020-02-15 21:56:09+00:00,have netflix have wifi but still bored because tizeti is running at 23kbps so i cant watch nothing im frustrated o,Twitter for Android,Negative,0
tizeti,2019-08-24 21:41:06+00:00,techpointdotng theenike tizeti smoooth,Twitter for iPhone,Neutral,1
sprectranet,2019-09-09 19:05:48,officialkome spectranetng this people don frustrate me finish kai im tired,Twitter for iPhone,Negative,0
tizeti,2020-10-16 09:44:35+00:00,wifisupport1 tizeti now am enjoying what i paid for kudos endsars,Twitter for iPhone,Positive,2
tizeti,2020-03-30 18:22:37+00:00,tizeti have decided not to come install my internet tizeti,Twitter for Android,Negative,0
sprectranet,2020-05-15 14:30:27+00:00,spectranetng had to switch to my mobile network to send this tweet,Twitter for Android,Negative,0
tizeti,2019-08-30 21:59:02+00:00,bashirobasekola tizeti wifisupport1 thanks uncle how are you doing sir,Twitter for iPhone,Neutral,1
sprectranet,2019-08-21 05:40:18,what is that link that use in checking internet speed abeg i need to send this nonsense to spectranetng,Twitter for iPhone,Negative,0
tizeti,2019-05-05 01:42:59+00:00,benjaminalamu swift4glte ntelng surprisingly wificomng is very good where i stay no issues whatsoever,Twitter for Android,Positive,2
sprectranet,2019-12-31 15:53:50,spectranetng wiped out 15gb of data in 2days on a line associated with a pos device that has an average daily traffic of about 30mb i have asked for concrete details of what happened from the 29th till today before taking further action ngcomcommission,Twitter for Android,Negative,0
tizeti,2020-07-07 22:35:29+00:00,ajepintos lol i give up fam tizeti is useless,Twitter for iPhone,Negative,0
tizeti,2020-04-06 10:05:52+00:00,wifisupport1 tizeti how far,Twitter for Android,Neutral,1
tizeti,2019-02-28 11:10:28+00:00,is there any internet service provider in nigeria that offers unlimited data for a month with no cap asides tizeti please,Twitter for iPhone,Negative,0
sprectranet,2020-05-17 17:19:23+00:00,double data recharge on spectranet get double the amount for today recharge only truth761x lagos nigeria,Instagram,Neutral,1
sprectranet,2019-05-14 18:21:02,jameslantern2 spectranet,Twitter for iPhone,Neutral,1
tizeti,2019-10-10 17:12:37+00:00,khidkhordi that website be acting like an amber alert though like a sign of things to come at least tizeti get fine ui,Twitter for Android,Positive,2
tizeti,2019-02-28 10:48:24+00:00,ycombinator kananyi socialcapital mwseibel acecompany only tizeti offers a 4g internet service that cannot even load whatsapp status theres not one single thing this telecom service provides but mediocrity top notch mediocrity,Twitter for iPhone,Negative,0
sprectranet,2020-06-21 08:42:47+00:00,deejayklem smilecomsng well this means i will stick with spectranetng sigh the devil you know,Twitter for iPhone,Negative,0
sprectranet,2020-03-24 09:57:42+00:00,nasarr i dey reason activate my spectranet coz 15gb on airtel barely last me more than a week ,Twitter for iPhone,Neutral,1
sprectranet,2019-05-04 12:30:02,spectranetng please dont let us be unfortunate this afternoon i have plenty work to do and your internet is not even working location is yaba lets be guided please thanks,Twitter for iPhone,Negative,0
sprectranet,2020-05-21 16:18:09+00:00,confyscenty officialbambam4 spectranetng leemao i actually bought an ntel sim o used them for 2 days and dumped them theyre not different from spectranet,Twitter for Android,Negative,0
sprectranet,2020-02-01 18:39:02+00:00,spectranetng i would like to switch to your services is it possible to purchase just a sim card from your outlets i have too many unused modems sitting around,Twitter for Android,Neutral,1
sprectranet,2020-01-16 18:30:11+00:00,realdanielemeka spectranet,Twitter for iPhone,Neutral,1
sprectranet,2020-03-12 08:56:02+00:00,spectranetng is today double data please ,Twitter for Android,Neutral,1
tizeti,2019-10-30 20:43:04+00:00,funmiistic tizeti internet service provider,Twitter for Android,Neutral,1
sprectranet,2019-05-25 00:13:24,spectranet would not allow me to be great ,Twitter for Android,Negative,0
sprectranet,2019-07-31 20:53:01,spectranet and their stupid network mtcheew,Twitter for iPhone,Negative,0
tizeti,2019-11-12 18:11:06+00:00,tizeti 997122 is the ticket number internet has been down since yesterday and you guys kept lying that the issue is fixed im frustrated and tired of your style i have to battle with epileptic service every other day if you guys are not ready just pack it up and go ,Twitter for iPhone,Negative,0
sprectranet,2020-04-09 14:40:55+00:00,khadijattinuke spectranet,Twitter for iPhone,Neutral,1
tizeti,2020-03-13 05:50:31+00:00,tizeti tizeti is not a good isp ive been experiencing this for almost 48 hours and it still continues,Twitter for Android,Negative,0
sprectranet,2020-11-27 21:28:20+00:00,spectranet subscriptions is the reason i dont own a car yet ,Twitter for Android,Neutral,1
tizeti,2020-01-27 22:38:39+00:00,theshalvah my tizeti has been awesome since i got back,Twitter for Android,Positive,2
tizeti,2019-08-04 20:03:25+00:00,wifisupport1 tizeti i should create a ticket again i called customer service they said it would be looked into still not working,Twitter for Android,Negative,0
sprectranet,2020-01-20 16:49:36+00:00,spectranet giving me more reasons why i shouldnt renew my subscription this month ,Twitter for Android,Negative,0
sprectranet,2020-04-15 00:49:50+00:00,is spectranet having network issues,Twitter for iPhone,Neutral,1
sprectranet,2020-07-13 09:34:37+00:00,tejuadeyinka spectranetng im going to thier office today cos i cant be downloading at 40kb per second,Twitter for Android,Negative,0
sprectranet,2019-01-04 14:44:03,spectranet unlimited value for money,Twitter for iPhone,Positive,2
sprectranet,2020-06-17 13:32:28+00:00,from 30th may to date mtn mifi 10k spectranet 10250 smile 24000 mtn mobile data roughly 57k both mtn 14k and smile mifi14500 were bought within the last one month spectranet deceived me  isps have frustrated me,Twitter for iPhone,Negative,0
sprectranet,2020-05-12 16:51:44+00:00,spectranetng fritzthejanitor will they help me attend to other issues as well,Twitter for iPhone,Neutral,1
sprectranet,2019-02-27 18:59:31,thefunkydee spectranetng im giving spectranetng a second thoughts with this im this thinking of switching from smile to spectranetng and this doesnt looks good what would you advise me to do,Twitter for iPhone,Negative,0
sprectranet,2020-04-03 12:55:27+00:00,50gb gone in one week spectranetng na so i am just tired,Twitter for Android,Negative,0
